ClaimNo,TransactionDate,Action,CaseReserve,Payment
2633,2006-11-13,PMT,-3515.156145,3515.156145
2633,2007-04-26,INT70,0,0
2633,2007-06-30,RES,0,0
2633,2007-11-09,INT90,0,0
2633,2008-02-14,PMT,-4184.628257,4184.628257
2634,2005-08-03,RPT,51933.42317,0
2634,2006-06-30,RES,0,0
2634,2006-09-07,PMT,-9467.15679,9467.15679
2634,2007-06-30,RES,0,0
2634,2008-06-30,RES,0,0
2634,2009-06-30,RES,0,0
2634,2010-03-16,PMT,-2303.957454,2303.957454
2634,2010-06-30,RES,0,0
2634,2010-12-19,PMT,-12655.14979,12655.14979
2634,2011-03-08,PMT,-5606.10612,5606.10612
2634,2011-06-30,RES,0,0
2634,2011-09-08,INT40,0,0
2634,2012-06-30,RES,0,0
2634,2013-06-30,RES,0,0
2634,2014-06-30,RES,0,0
2634,2014-07-01,PMT,-8927.808912,8927.808912
2634,2015-06-30,RES,0,0
2634,2016-04-04,INT70,0,0
2634,2016-06-30,RES,0,0
2634,2017-06-30,RES,0,0
2634,2017-09-13,PMT,-3359.402118,3359.402118
2634,2018-06-30,RES,0,0
2634,2019-02-11,PMT,-2000.743971,2000.743971
2634,2019-04-22,INT90,0,0
2634,2019-06-30,RES,0,0
2634,2020-06-30,RES,0,0
2634,2020-10-29,PMT,-7613.098015,7613.098015
2635,2005-09-17,RPT,9327.03111,0
2635,2005-11-18,INT40,0,0
2635,2005-12-10,PMT,-5547.293088,5547.293088
2635,2006-01-03,INT70,0,0
2635,2006-02-02,INT90,0,0
2635,2006-02-17,PMT,-3779.738022,3779.738022
2636,2005-09-15,RPT,2369.590444,0
2636,2005-12-23,INT40,0,0
2636,2006-03-08,INT70,0,0
2636,2006-04-27,INT90,0,0
2636,2006-05-21,PMT,-2369.590444,2369.590444
2637,2005-09-30,RPT,1229.823741,0
2637,2006-06-30,RES,0,0
2637,2007-06-30,RES,0,0
2637,2007-07-08,INT40,0,0
2637,2008-06-30,RES,0,0
2637,2008-11-04,INT70,0,0
2637,2009-06-30,RES,0,0
2637,2009-09-23,INT90,0,0
2637,2010-03-04,PMT,-1229.823741,1229.823741
2638,2005-09-17,RPT,35640.95731,0
2638,2006-04-18,PMT,-28158.50554,28158.50554
2638,2006-06-30,RES,0,0
2638,2007-06-30,RES,0,0
2638,2008-06-30,RES,0,0
2638,2008-09-30,PMT,-2186.948393,2186.948393
2638,2009-06-30,RES,0,0
2638,2010-06-30,RES,0,0
2638,2011-03-12,INT40,0,0
2638,2011-06-30,RES,0,0
2638,2012-06-30,RES,0,0
2638,2013-06-30,RES,0,0
2638,2014-03-30,PMT,-3245.36064,3245.36064
2638,2014-06-30,RES,0,0
2638,2015-04-21,INT70,0,0
2638,2015-06-30,RES,0,0
2638,2016-06-30,RES,0,0
2638,2017-06-30,RES,0,0
2638,2018-01-16,INT90,0,0
2638,2018-06-30,RES,0,0
2638,2019-05-31,PMT,-2050.142735,2050.142735
2639,2006-06-18,RPT,34752.90997,0
2639,2006-06-30,RES,0,0
2639,2007-06-30,RES,0,0
2639,2007-09-04,PMT,-778.8163332,778.8163332
2639,2008-06-30,RES,0,0
2639,2009-06-30,RES,0,0
2639,2010-06-30,RES,0,0
2639,2011-03-20,PMT,-5039.982208,5039.982208
2639,2011-06-25,PMT,-597.8501129,597.8501129
2639,2011-06-30,RES,0,0
2639,2012-06-30,RES,0,0
2639,2013-06-30,RES,0,0
2639,2014-06-30,RES,0,0
2639,2015-03-03,PMT,-6636.546041,6636.546041
2639,2015-06-30,RES,0,0
2639,2015-08-17,INT40,0,0
2639,2016-01-13,PMT,-5006.298094,5006.298094
2639,2016-06-30,RES,0,0
2639,2016-11-09,PMT,-1715.590764,1715.590764
2639,2017-06-30,RES,0,0
2639,2018-01-24,PMT,-234.0437337,234.0437337
2639,2018-06-30,RES,0,0
2639,2019-06-30,RES,0,0
2639,2019-12-09,PMT,-594.1160835,594.1160835
2639,2020-06-30,RES,0,0
2639,2021-06-30,RES,0,0
2639,2022-06-30,RES,0,0
2639,2022-07-01,INT70,0,0
2639,2023-06-30,RES,0,0
2639,2024-06-30,RES,0,0
2639,2025-06-30,RES,0,0
2639,2026-06-30,RES,0,0
2639,2026-09-05,PMT,-498.3694925,498.3694925
2639,2027-01-30,INT90,0,0
2639,2027-06-30,RES,0,0
2639,2027-07-26,PMT,-10871.96955,10871.96955
2639,2028-06-13,PMT,-2241.647869,2241.647869
2639,2028-06-30,RES,0,0
2639,2029-05-15,PMT,-537.679687,537.679687
2640,2005-06-13,RPT,23617.4771,0
2640,2005-06-30,RES,0,0
2640,2006-06-30,RES,0,0
2640,2006-12-21,PMT,-2232.718915,2232.718915
2640,2007-06-30,RES,0,0
2640,2007-07-15,PMT,-559.2141772,559.2141772
2640,2008-06-30,RES,0,0
2640,2009-06-30,RES,0,0
2640,2009-11-22,PMT,-910.7959787,910.7959787
2640,2010-06-30,RES,0,0
2640,2011-06-30,RES,0,0
2640,2012-06-30,RES,0,0
2640,2013-03-15,INT40,0,0
2640,2013-06-30,RES,0,0
2640,2014-06-30,RES,0,0
2640,2015-06-30,RES,0,0
2640,2016-06-30,RES,0,0
2640,2016-09-23,PMT,-4228.212042,4228.212042
2640,2017-06-30,RES,0,0
2640,2018-06-30,RES,0,0
2640,2019-01-07,INT70,0,0
2640,2019-06-30,RES,0,0
2640,2020-03-31,PMT,-12983.03114,12983.03114
2640,2020-06-30,RES,0,0
2640,2021-06-30,RES,0,0
2640,2022-06-30,RES,0,0
2640,2022-11-23,INT90,0,0
2640,2023-06-30,RES,0,0
2640,2024-06-30,RES,0,0
2640,2024-10-31,PMT,-2703.504851,2703.504851
2641,2005-07-02,RPT,4478.849426,0
2641,2005-07-16,INT40,0,0
2641,2005-07-27,INT70,0,0
2641,2005-08-03,INT90,0,0
2641,2005-08-06,PMT,-4478.849426,4478.849426
2642,2005-07-21,RPT,19699.01542,0
2642,2006-06-30,RES,0,0
2642,2007-06-30,RES,0,0
2642,2007-10-03,PMT,-2801.271764,2801.271764
2642,2008-06-30,RES,0,0
2642,2009-06-30,RES,0,0
2642,2009-10-05,PMT,-2578.304501,2578.304501
2642,2010-02-19,PMT,-2724.622953,2724.622953
2642,2010-06-30,RES,0,0
2642,2010-10-21,INT40,0,0
2642,2011-06-30,RES,0,0
2642,2012-06-30,RES,0,0
2642,2013-06-30,RES,0,0
2642,2013-09-24,PMT,-1200.443436,1200.443436
2642,2014-06-30,RES,0,0
2642,2014-09-29,INT70,0,0
2642,2014-11-13,PMT,-3615.699414,3615.699414
2642,2015-06-30,RES,0,0
2642,2016-03-03,PMT,-4181.655095,4181.655095
2642,2016-06-30,RES,0,0
2642,2017-05-15,INT90,0,0
2642,2017-06-30,RES,0,0
2642,2017-11-20,PMT,-1738.802211,1738.802211
2642,2018-06-30,RES,0,0
2642,2018-09-06,PMT,-858.2160456,858.2160456
2643,2005-07-30,RPT,3704.468867,0
2643,2006-02-03,INT40,0,0
2643,2006-06-24,INT70,0,0
2643,2006-06-30,RES,0,0
2643,2006-09-26,INT90,0,0
2643,2006-11-11,PMT,-3704.468867,3704.468867
2644,2006-06-13,RPT,2327.868124,0
2644,2006-06-30,RES,0,0
2644,2007-06-30,RES,0,0
2644,2007-08-28,INT40,0,0
2644,2008-03-11,PMT,-1610.896629,1610.896629
2644,2008-06-30,RES,0,0
2644,2008-07-23,INT70,0,0
2644,2009-03-01,INT90,0,0
2644,2009-06-18,PMT,-716.9714957,716.9714957
2645,2006-07-14,RPT,945.1069131,0
2645,2006-09-24,INT40,0,0
2645,2006-11-18,INT70,0,0
2645,2006-12-24,INT90,0,0
2645,2007-01-10,PMT,-945.1069131,945.1069131
2646,2005-06-18,RPT,7200.480966,0
2646,2005-06-30,RES,0,0
2646,2006-06-30,RES,0,0
2646,2007-06-30,RES,0,0
2646,2008-06-09,INT40,0,0
2646,2008-06-30,RES,0,0
2646,2009-06-30,RES,0,0
2646,2009-10-11,PMT,-2821.221082,2821.221082
2646,2010-06-30,RES,0,0
2646,2010-09-02,INT70,0,0
2646,2011-06-30,RES,0,0
2646,2012-02-27,INT90,0,0
2646,2012-06-30,RES,0,0
2646,2012-11-24,PMT,-4379.259884,4379.259884
2647,2005-06-23,RPT,9659.819056,0
2647,2005-06-30,RES,0,0
2647,2005-08-07,INT40,0,0
2647,2005-09-10,INT70,0,0
2647,2005-10-03,INT90,0,0
2647,2005-10-13,PMT,-9659.819056,9659.819056
2648,2006-03-17,RPT,9510.808514,0
2648,2006-06-30,RES,0,0
2648,2007-06-30,RES,0,0
2648,2007-09-27,INT40,0,0
2648,2008-06-30,RES,0,0
2648,2008-11-20,INT70,0,0
2648,2009-06-30,RES,0,0
2648,2009-08-26,INT90,0,0
2648,2010-01-12,PMT,-9510.808514,9510.808514
2649,2005-07-09,RPT,866.7911116,0
2649,2006-02-24,INT40,0,0
2649,2006-06-30,RES,0,0
2649,2006-08-16,INT70,0,0
2649,2006-12-09,INT90,0,0
2649,2007-02-04,PMT,-866.7911116,866.7911116
2650,2005-06-19,RPT,18543.7222,0
2650,2005-06-30,RES,0,0
2650,2006-06-30,RES,0,0
2650,2007-02-09,PMT,-448.6068885,448.6068885
2650,2007-06-30,RES,0,0
2650,2007-08-15,PMT,-624.3328224,624.3328224
2650,2008-01-22,PMT,-1580.157255,1580.157255
2650,2008-06-30,RES,0,0
2650,2009-06-29,INT40,0,0
2650,2009-06-30,RES,0,0
2650,2009-12-18,PMT,-3137.199833,3137.199833
2650,2010-01-03,PMT,-9275.547048,9275.547048
2650,2010-06-30,RES,0,0
2650,2011-06-30,RES,0,0
2650,2012-04-29,PMT,-873.5076674,873.5076674
2650,2012-06-30,RES,0,0
2650,2012-07-06,INT70,0,0
2650,2012-07-24,PMT,-1030.19338,1030.19338
2650,2013-06-30,RES,0,0
2650,2014-06-30,RES,0,0
2650,2014-07-11,INT90,0,0
2650,2015-06-30,RES,0,0
2650,2015-07-13,PMT,-1574.177305,1574.177305
2651,2005-08-19,RPT,37121.12719,0
2651,2005-11-30,PMT,-2534.649841,2534.649841
2651,2006-06-30,RES,0,0
2651,2006-12-27,PMT,-502.7458653,502.7458653
2651,2007-06-25,PMT,-11013.17976,11013.17976
2651,2007-06-30,RES,0,0
2651,2008-06-30,RES,0,0
2651,2009-03-24,PMT,-2843.869958,2843.869958
2651,2009-06-30,RES,0,0
2651,2009-08-06,PMT,-9974.019279,9974.019279
2651,2009-11-28,INT40,0,0
2651,2010-06-03,PMT,-4704.433436,4704.433436
2651,2010-06-30,RES,0,0
2651,2011-06-30,RES,0,0
2651,2012-06-30,RES,0,0
2651,2012-12-23,PMT,-908.4570854,908.4570854
2651,2013-02-11,INT70,0,0
2651,2013-06-30,RES,0,0
2651,2013-12-06,PMT,-1585.485278,1585.485278
2651,2014-06-30,RES,0,0
2651,2015-04-03,INT90,0,0
2651,2015-06-30,RES,0,0
2651,2016-04-27,PMT,-3054.286685,3054.286685
2652,2006-02-06,RPT,23513.1486,0
2652,2006-06-09,PMT,-4513.271324,4513.271324
2652,2006-06-30,RES,0,0
2652,2007-06-18,PMT,-2614.559671,2614.559671
2652,2007-06-30,RES,0,0
2652,2007-12-16,PMT,-1670.194991,1670.194991
2652,2008-01-10,PMT,-1443.637079,1443.637079
2652,2008-06-30,RES,0,0
2652,2009-06-30,RES,0,0
2652,2010-06-25,PMT,-9824.611521,9824.611521
2652,2010-06-30,RES,0,0
2652,2011-06-30,RES,0,0
2652,2011-08-17,INT40,0,0
2652,2012-06-30,RES,0,0
2652,2013-06-30,RES,0,0
2652,2014-06-30,RES,0,0
2652,2015-06-30,RES,0,0
2652,2015-10-08,INT70,0,0
2652,2016-06-30,RES,0,0
2652,2017-06-30,RES,0,0
2652,2018-02-08,PMT,-702.5873756,702.5873756
2652,2018-06-08,PMT,-742.7235726,742.7235726
2652,2018-06-30,RES,0,0
2652,2018-07-12,INT90,0,0
2652,2019-06-30,RES,0,0
2652,2019-11-28,PMT,-2001.56307,2001.56307
2653,2005-11-16,RPT,5777.47581,0
2653,2006-06-30,RES,0,0
2653,2007-05-23,PMT,-3671.949979,3671.949979
2653,2007-06-28,INT40,0,0
2653,2007-06-30,RES,0,0
2653,2008-06-30,RES,0,0
2653,2008-09-12,INT70,0,0
2653,2009-06-30,RES,0,0
2653,2009-07-03,INT90,0,0
2653,2009-11-27,PMT,-2105.525831,2105.525831
2654,2005-08-07,RPT,3432.36936,0
2654,2006-04-16,INT40,0,0
2654,2006-06-30,RES,0,0
2654,2006-10-23,INT70,0,0
2654,2007-02-26,INT90,0,0
2654,2007-04-30,PMT,-3432.36936,3432.36936
2655,2005-07-15,RPT,12871.74205,0
2655,2006-06-30,RES,0,0
2655,2007-06-30,RES,0,0
2655,2008-06-06,PMT,-1199.259764,1199.259764
2655,2008-06-30,RES,0,0
2655,2008-10-23,PMT,-816.7720299,816.7720299
2655,2008-10-30,PMT,-3335.694073,3335.694073
2655,2009-06-30,RES,0,0
2655,2010-06-12,INT40,0,0
2655,2010-06-30,RES,0,0
2655,2011-06-30,RES,0,0
2655,2012-06-30,RES,0,0
2655,2013-06-30,RES,0,0
2655,2014-02-16,INT70,0,0
2655,2014-06-30,RES,0,0
2655,2015-06-30,RES,0,0
2655,2016-06-30,RES,0,0
2655,2016-07-31,INT90,0,0
2655,2017-06-30,RES,0,0
2655,2017-10-22,PMT,-7520.016186,7520.016186
2656,2005-10-28,RPT,1621.398208,0
2656,2005-11-24,INT40,0,0
2656,2005-12-14,INT70,0,0
2656,2005-12-27,INT90,0,0
2656,2006-01-02,PMT,-1621.398208,1621.398208
2657,2005-07-14,RPT,2183.960437,0
2657,2005-11-04,INT40,0,0
2657,2006-01-27,INT70,0,0
2657,2006-03-25,INT90,0,0
2657,2006-04-21,PMT,-2183.960437,2183.960437
2658,2005-10-10,RPT,27999.28862,0
2658,2005-12-19,PMT,-9735.455261,9735.455261
2658,2006-06-30,RES,0,0
2658,2007-06-30,RES,0,0
2658,2007-09-14,INT40,0,0
2658,2008-05-16,PMT,-6854.419714,6854.419714
2658,2008-06-30,RES,0,0
2658,2009-02-24,INT70,0,0
2658,2009-06-30,RES,0,0
2658,2009-10-25,PMT,-10041.92084,10041.92084
2658,2010-02-11,INT90,0,0
2658,2010-06-30,RES,0,0
2658,2010-08-06,PMT,-1367.492808,1367.492808
2659,2005-12-09,RPT,8277.749279,0
2659,2006-06-30,RES,0,0
2659,2007-05-14,INT40,0,0
2659,2007-06-30,RES,0,0
2659,2008-06-09,INT70,0,0
2659,2008-06-30,RES,0,0
2659,2008-09-23,PMT,-1932.777323,1932.777323
2659,2009-02-24,INT90,0,0
2659,2009-06-16,PMT,-1378.317763,1378.317763
2659,2009-06-30,RES,0,0
2659,2009-07-04,PMT,-4966.654193,4966.654193
2660,2005-08-15,RPT,3239.498684,0
2660,2006-03-10,INT40,0,0
2660,2006-06-30,RES,0,0
2660,2006-08-12,INT70,0,0
2660,2006-11-23,INT90,0,0
2660,2007-01-13,PMT,-3239.498684,3239.498684
2661,2005-11-17,RPT,2353.18627,0
2661,2005-12-15,INT40,0,0
2661,2006-01-05,INT70,0,0
2661,2006-01-19,INT90,0,0
2661,2006-01-26,PMT,-2353.18627,2353.18627
2662,2005-08-05,RPT,2219.765395,0
2662,2006-06-30,RES,0,0
2662,2007-01-04,INT40,0,0
2662,2007-06-30,RES,0,0
2662,2008-01-26,INT70,0,0
2662,2008-06-30,RES,0,0
2662,2008-10-10,INT90,0,0
2662,2009-02-16,PMT,-2219.765395,2219.765395
2663,2006-01-10,RPT,12727.24827,0
2663,2006-06-30,RES,0,0
2663,2007-06-30,RES,0,0
2663,2007-08-28,INT40,0,0
2663,2008-06-30,RES,0,0
2663,2008-11-17,INT70,0,0
2663,2009-06-30,RES,0,0
2663,2009-08-29,PMT,-2623.260336,2623.260336
2663,2009-09-10,INT90,0,0
2663,2010-02-05,PMT,-10103.98794,10103.98794
2664,2005-08-29,RPT,1494.142849,0
2664,2006-06-30,RES,0,0
2664,2006-07-05,INT40,0,0
2664,2007-02-22,INT70,0,0
2664,2007-06-30,RES,0,0
2664,2007-07-27,INT90,0,0
2664,2007-10-12,PMT,-1494.142849,1494.142849
2665,2005-07-19,RPT,6814.167088,0
2665,2005-09-12,PMT,-6475.305991,6475.305991
2665,2005-11-29,INT40,0,0
2665,2006-03-10,INT70,0,0
2665,2006-05-15,INT90,0,0
2665,2006-06-17,PMT,-338.8610971,338.8610971
2666,2005-08-24,RPT,1137.159591,0
2666,2005-10-18,INT40,0,0
2666,2005-11-29,INT70,0,0
2666,2005-12-27,INT90,0,0
2666,2006-01-09,PMT,-1137.159591,1137.159591
2667,2005-10-02,RPT,8055.67643,0
2667,2006-06-30,RES,0,0
2667,2007-02-28,INT40,0,0
2667,2007-06-30,RES,0,0
2667,2008-03-20,INT70,0,0
2667,2008-06-17,PMT,-2411.401817,2411.401817
2667,2008-06-30,RES,0,0
2667,2008-08-19,PMT,-2116.218775,2116.218775
2667,2008-12-02,INT90,0,0
2667,2009-04-09,PMT,-3528.055838,3528.055838
2668,2005-08-19,RPT,5625.861784,0
2668,2006-06-27,PMT,-3651.627773,3651.627773
2668,2006-06-30,RES,0,0
2668,2006-08-01,INT40,0,0
2668,2007-04-19,INT70,0,0
2668,2007-06-30,RES,0,0
2668,2007-10-09,INT90,0,0
2668,2008-01-03,PMT,-1974.234011,1974.234011
2669,2005-08-12,RPT,13121.16813,0
2669,2006-06-30,RES,0,0
2669,2006-09-23,PMT,-2315.135108,2315.135108
2669,2007-06-30,RES,0,0
2669,2007-08-05,INT40,0,0
2669,2008-01-26,PMT,-3319.900889,3319.900889
2669,2008-06-30,RES,0,0
2669,2009-01-28,INT70,0,0
2669,2009-06-30,RES,0,0
2669,2010-01-24,INT90,0,0
2669,2010-02-10,PMT,-1950.268722,1950.268722
2669,2010-06-30,RES,0,0
2669,2010-07-23,PMT,-5535.863413,5535.863413
2670,2006-02-17,RPT,12472.6069,0
2670,2006-05-21,INT40,0,0
2670,2006-06-30,RES,0,0
2670,2006-07-29,INT70,0,0
2670,2006-09-13,INT90,0,0
2670,2006-10-06,PMT,-12472.6069,12472.6069
2671,2005-07-26,RPT,3068.543059,0
2671,2006-06-30,RES,0,0
2671,2007-06-30,RES,0,0
2671,2008-06-30,RES,0,0
2671,2008-07-20,INT40,0,0
2671,2009-06-30,RES,0,0
2671,2010-06-30,RES,0,0
2671,2010-10-15,INT70,0,0
2671,2011-06-30,RES,0,0
2671,2012-04-12,INT90,0,0
2671,2012-06-30,RES,0,0
2671,2013-01-09,PMT,-3068.543059,3068.543059
2672,2005-10-30,RPT,17031.93855,0
2672,2006-06-02,PMT,-9600.518496,9600.518496
2672,2006-06-30,RES,0,0
2672,2006-09-16,INT40,0,0
2672,2007-05-15,INT70,0,0
2672,2007-06-30,RES,0,0
2672,2007-08-04,PMT,-2272.739683,2272.739683
2672,2007-10-22,INT90,0,0
2672,2008-01-10,PMT,-5158.680374,5158.680374
2673,2005-11-15,RPT,5182.977131,0
2673,2006-06-02,INT40,0,0
2673,2006-06-30,RES,0,0
2673,2006-10-29,INT70,0,0
2673,2007-02-06,INT90,0,0
2673,2007-03-27,PMT,-5182.977131,5182.977131
2674,2006-05-06,RPT,1725.046574,0
2674,2006-05-12,INT40,0,0
2674,2006-05-16,INT70,0,0
2674,2006-05-19,INT90,0,0
2674,2006-05-20,PMT,-1725.046574,1725.046574
2675,2005-09-30,RPT,1674.854349,0
2675,2006-06-30,RES,0,0
2675,2006-12-08,INT40,0,0
2675,2007-06-30,RES,0,0
2675,2007-10-29,INT70,0,0
2675,2008-06-01,INT90,0,0
2675,2008-06-30,RES,0,0
2675,2008-09-17,PMT,-1674.854349,1674.854349
2676,2006-03-07,RPT,2938.196445,0
2676,2006-06-30,RES,0,0
2676,2006-09-05,INT40,0,0
2676,2007-01-19,INT70,0,0
2676,2007-04-20,INT90,0,0
2676,2007-06-04,PMT,-2938.196445,2938.196445
2677,2005-08-06,RPT,403.985004,0
2677,2006-04-05,INT40,0,0
2677,2006-06-30,RES,0,0
2677,2006-10-04,INT70,0,0
2677,2007-02-02,INT90,0,0
2677,2007-04-03,PMT,-403.985004,403.985004
2678,2005-08-01,RPT,7849.143674,0
2678,2006-06-30,RES,0,0
2678,2007-06-30,RES,0,0
2678,2008-06-30,RES,0,0
2678,2009-01-01,INT40,0,0
2678,2009-06-30,RES,0,0
2678,2010-06-30,RES,0,0
2678,2011-06-30,RES,0,0
2678,2011-07-26,INT70,0,0
2678,2012-06-30,RES,0,0
2678,2013-04-10,INT90,0,0
2678,2013-06-30,RES,0,0
2678,2013-07-09,PMT,-2630.919491,2630.919491
2678,2014-02-16,PMT,-5218.224183,5218.224183
2679,2005-10-05,RPT,2497.245513,0
2679,2006-06-30,RES,0,0
2679,2006-08-15,INT40,0,0
2679,2006-09-22,PMT,-729.5627074,729.5627074
2679,2007-04-07,INT70,0,0
2679,2007-06-30,RES,0,0
2679,2007-09-11,INT90,0,0
2679,2007-11-28,PMT,-1767.682806,1767.682806
2680,2005-07-13,RPT,3225.740887,0
2680,2006-06-30,RES,0,0
2680,2007-03-18,INT40,0,0
2680,2007-06-30,RES,0,0
2680,2008-06-20,INT70,0,0
2680,2008-06-30,RES,0,0
2680,2009-04-23,INT90,0,0
2680,2009-06-30,RES,0,0
2680,2009-09-23,PMT,-3225.740887,3225.740887
2681,2005-10-27,RPT,1433.063723,0
2681,2006-02-13,INT40,0,0
2681,2006-05-05,INT70,0,0
2681,2006-06-29,INT90,0,0
2681,2006-06-30,RES,0,0
2681,2006-07-25,PMT,-1433.063723,1433.063723
2682,2005-08-04,RPT,51435.50888,0
2682,2006-04-01,PMT,-2083.006672,2083.006672
2682,2006-06-30,RES,0,0
2682,2007-06-30,RES,0,0
2682,2007-11-16,PMT,-3309.791429,3309.791429
2682,2008-06-30,RES,0,0
2682,2008-10-27,PMT,-12129.30812,12129.30812
2682,2009-06-30,RES,0,0
2682,2009-09-04,PMT,-1933.28383,1933.28383
2682,2010-06-30,RES,0,0
2682,2011-01-11,INT40,0,0
2682,2011-06-30,RES,0,0
2682,2012-06-30,RES,0,0
2682,2013-06-30,RES,0,0
2682,2014-06-30,RES,0,0
2682,2014-09-26,PMT,-1882.533068,1882.533068
2682,2014-11-12,PMT,-23811.47632,23811.47632
2682,2015-02-08,INT70,0,0
2682,2015-06-30,RES,0,0
2682,2015-12-19,PMT,-3490.944421,3490.944421
2682,2016-06-30,RES,0,0
2682,2016-07-17,PMT,-1550.129052,1550.129052
2682,2017-06-30,RES,0,0
2682,2017-10-28,INT90,0,0
2682,2018-06-30,RES,0,0
2682,2019-03-08,PMT,-1245.035958,1245.035958
2683,2005-10-12,RPT,2444.817427,0
2683,2006-06-30,RES,0,0
2683,2007-06-30,RES,0,0
2683,2008-06-30,RES,0,0
2683,2009-04-02,PMT,-931.1959393,931.1959393
2683,2009-05-28,INT40,0,0
2683,2009-06-30,RES,0,0
2683,2010-06-30,RES,0,0
2683,2011-06-30,RES,0,0
2683,2012-02-14,INT70,0,0
2683,2012-06-30,RES,0,0
2683,2013-06-30,RES,0,0
2683,2013-12-07,INT90,0,0
2683,2014-06-30,RES,0,0
2683,2014-11-03,PMT,-1513.621488,1513.621488
2684,2006-03-27,RPT,2792.811074,0
2684,2006-04-02,INT40,0,0
2684,2006-04-07,INT70,0,0
2684,2006-04-10,INT90,0,0
2684,2006-04-11,PMT,-2792.811074,2792.811074
2685,2005-08-08,RPT,951.6554377,0
2685,2006-06-30,RES,0,0
2685,2006-12-04,INT40,0,0
2685,2007-06-30,RES,0,0
2685,2007-12-02,INT70,0,0
2685,2008-06-30,RES,0,0
2685,2008-07-30,INT90,0,0
2685,2008-11-28,PMT,-951.6554377,951.6554377
2686,2005-12-15,RPT,12179.23821,0
2686,2006-06-30,RES,0,0
2686,2007-06-30,RES,0,0
2686,2007-10-28,INT40,0,0
2686,2008-06-05,PMT,-4515.43238,4515.43238
2686,2008-06-30,RES,0,0
2686,2009-02-23,PMT,-682.5049149,682.5049149
2686,2009-03-22,INT70,0,0
2686,2009-06-30,RES,0,0
2686,2010-02-26,INT90,0,0
2686,2010-06-30,RES,0,0
2686,2010-08-15,PMT,-6981.300918,6981.300918
2687,2005-11-25,RPT,2966.009009,0
2687,2006-01-03,INT40,0,0
2687,2006-02-01,INT70,0,0
2687,2006-02-20,INT90,0,0
2687,2006-03-01,PMT,-2966.009009,2966.009009
2688,2005-08-13,RPT,22438.147,0
2688,2006-06-30,RES,0,0
2688,2007-06-30,RES,0,0
2688,2008-06-30,RES,0,0
2688,2008-11-02,INT40,0,0
2688,2009-06-30,RES,0,0
2688,2009-07-03,PMT,-747.9175653,747.9175653
2688,2010-06-30,RES,0,0
2688,2011-04-04,INT70,0,0
2688,2011-06-30,RES,0,0
2688,2011-09-30,PMT,-4833.523278,4833.523278
2688,2012-06-30,RES,0,0
2688,2012-11-13,INT90,0,0
2688,2013-01-22,PMT,-8401.900893,8401.900893
2688,2013-06-30,RES,0,0
2688,2013-09-03,PMT,-8454.805261,8454.805261
2689,2005-08-11,RPT,3266.457816,0
2689,2005-08-12,INT40,0,0
2689,2005-08-13,PMT,-3266.457816,3266.457816
2690,2005-10-19,RPT,4428.732885,0
2690,2006-01-02,INT40,0,0
2690,2006-02-28,INT70,0,0
2690,2006-04-07,INT90,0,0
2690,2006-04-25,PMT,-4428.732885,4428.732885
2691,2006-02-13,RPT,3110.552496,0
2691,2006-04-25,PMT,-1003.769828,1003.769828
2691,2006-06-30,RES,0,0
2691,2007-06-30,RES,0,0
2691,2008-01-17,INT40,0,0
2691,2008-06-30,RES,0,0
2691,2009-06-27,INT70,0,0
2691,2009-06-30,RES,0,0
2691,2010-06-14,INT90,0,0
2691,2010-06-30,RES,0,0
2691,2010-12-06,PMT,-2106.782668,2106.782668
2692,2005-09-01,RPT,17870.27395,0
2692,2005-09-16,PMT,-6859.026922,6859.026922
2692,2005-09-26,INT40,0,0
2692,2005-10-15,INT70,0,0
2692,2005-10-27,INT90,0,0
2692,2005-11-02,PMT,-11011.24703,11011.24703
2693,2005-08-16,RPT,14770.8434,0
2693,2005-12-02,PMT,-8351.893606,8351.893606
2693,2006-06-23,INT40,0,0
2693,2006-06-30,RES,0,0
2693,2007-02-12,INT70,0,0
2693,2007-06-30,RES,0,0
2693,2007-07-17,INT90,0,0
2693,2007-10-02,PMT,-6418.949797,6418.949797
2694,2005-11-26,RPT,442.8273056,0
2694,2006-05-30,INT40,0,0
2694,2006-06-30,RES,0,0
2694,2006-10-15,INT70,0,0
2694,2007-01-16,INT90,0,0
2694,2007-03-02,PMT,-442.8273056,442.8273056
2695,2005-08-05,RPT,7128.886605,0
2695,2006-06-30,RES,0,0
2695,2007-06-30,RES,0,0
2695,2008-05-19,PMT,-4245.251484,4245.251484
2695,2008-06-30,RES,0,0
2695,2008-09-14,INT40,0,0
2695,2009-06-30,RES,0,0
2695,2010-06-30,RES,0,0
2695,2011-01-15,INT70,0,0
2695,2011-06-30,RES,0,0
2695,2012-05-22,PMT,-1954.598905,1954.598905
2695,2012-06-30,RES,0,0
2695,2012-08-05,INT90,0,0
2695,2013-05-15,PMT,-929.0362162,929.0362162
2696,2005-08-21,RPT,3301.683283,0
2696,2006-06-30,RES,0,0
2696,2007-06-30,RES,0,0
2696,2008-06-30,RES,0,0
2696,2008-07-29,INT40,0,0
2696,2009-06-30,RES,0,0
2696,2009-12-16,PMT,-577.5747541,577.5747541
2696,2010-06-17,PMT,-967.5416697,967.5416697
2696,2010-06-30,RES,0,0
2696,2010-10-11,INT70,0,0
2696,2011-06-30,RES,0,0
2696,2011-11-30,PMT,-468.8091479,468.8091479
2696,2012-03-30,INT90,0,0
