ClaimNo,ClaimMadeBusiness,AccidentDate,ReportDate,Covariate,Line,Type,TotalLoss,ClaimLiability,Limit,Deductible,TotalPayment,ClaimStatus,PaymentDate,CloseDate
3064,FALSE,2006-03-11,2006-03-21,NA,GEN,LB,3003.703739,TRUE,1.00E+07,0,3003.703739,CLOSED,,2011-12-28
3065,FALSE,2006-03-21,2006-10-04,NA,GEN,LB,22223.79926,TRUE,1.00E+07,0,22223.79926,CLOSED,,2022-10-23
3066,FALSE,2006-03-07,2006-07-25,NA,GEN,LB,6992.880676,TRUE,1.00E+07,0,6992.880676,CLOSED,,2010-08-22
3067,FALSE,2006-03-24,2006-10-26,NA,GEN,LB,1465.694752,TRUE,1.00E+07,0,1465.694752,CLOSED,,2007-06-02
3068,FALSE,2006-04-01,2006-06-07,NA,GEN,LB,3343.525429,TRUE,1.00E+07,0,3343.525429,CLOSED,,2008-06-13
3069,FALSE,2006-04-10,2006-07-20,NA,GEN,LB,18701.70263,TRUE,1.00E+07,0,18701.70263,CLOSED,,2013-11-02
3070,FALSE,2006-04-14,2006-05-25,NA,GEN,LB,9742.827494,TRUE,1.00E+07,0,9742.827494,CLOSED,,2013-01-17
3071,FALSE,2006-04-05,2006-08-24,NA,GEN,LB,598.7579683,TRUE,1.00E+07,0,598.7579683,CLOSED,,2007-01-28
3072,FALSE,2006-04-04,2006-04-27,NA,GEN,LB,9807.763502,TRUE,1.00E+07,0,9807.763502,CLOSED,,2010-09-27
3073,FALSE,2006-04-11,2006-05-13,NA,GEN,LB,1270.653552,TRUE,1.00E+07,0,1270.653552,CLOSED,,2008-11-14
3074,FALSE,2006-04-24,2006-08-24,NA,GEN,LB,7359.062148,TRUE,1.00E+07,0,7359.062148,CLOSED,,2007-02-17
3075,FALSE,2006-04-11,2006-05-12,NA,GEN,LB,18629.65995,TRUE,1.00E+07,0,18629.65995,CLOSED,,2009-09-25
3076,FALSE,2006-04-25,2006-04-26,NA,GEN,LB,3306.969074,TRUE,1.00E+07,0,3306.969074,CLOSED,,2006-09-15
3077,FALSE,2006-04-05,2006-07-11,NA,GEN,LB,1652.793725,TRUE,1.00E+07,0,1652.793725,CLOSED,,2009-05-27
3078,FALSE,2006-04-13,2006-06-10,NA,GEN,LB,1159.093378,TRUE,1.00E+07,0,1159.093378,CLOSED,,2006-09-04
3079,FALSE,2006-04-17,2006-09-09,NA,GEN,LB,10457.52664,TRUE,1.00E+07,0,10457.52664,CLOSED,,2012-09-04
3080,FALSE,2006-04-08,2006-05-08,NA,GEN,LB,2506.422266,TRUE,1.00E+07,0,2506.422266,CLOSED,,2009-06-02
3081,FALSE,2006-04-16,2006-04-25,NA,GEN,LB,12640.79069,TRUE,1.00E+07,0,12640.79069,CLOSED,,2016-04-13
3082,FALSE,2006-04-12,2006-06-25,NA,GEN,LB,14934.74807,TRUE,1.00E+07,0,14934.74807,CLOSED,,2012-03-03
3083,FALSE,2006-04-06,2006-05-23,NA,GEN,LB,253.6226691,TRUE,1.00E+07,0,253.6226691,CLOSED,,2009-06-29
3084,FALSE,2006-04-08,2006-07-11,NA,GEN,LB,5350.359665,TRUE,1.00E+07,0,5350.359665,CLOSED,,2009-12-26
3085,FALSE,2006-04-20,2006-05-31,NA,GEN,LB,16938.84226,TRUE,1.00E+07,0,16938.84226,CLOSED,,2008-05-16
3086,FALSE,2006-04-21,2007-04-03,NA,GEN,LB,7043.639701,TRUE,1.00E+07,0,7043.639701,CLOSED,,2008-07-04
3087,FALSE,2006-04-24,2006-05-15,NA,GEN,LB,9472.016327,TRUE,1.00E+07,0,9472.016327,CLOSED,,2014-11-01
3088,FALSE,2006-04-22,2006-10-14,NA,GEN,LB,6895.43094,TRUE,1.00E+07,0,6895.43094,CLOSED,,2016-03-03
3089,FALSE,2006-04-28,2006-05-06,NA,GEN,LB,818.1244599,TRUE,1.00E+07,0,818.1244599,CLOSED,,2008-08-24
3090,FALSE,2006-04-22,2006-06-12,NA,GEN,LB,8045.970212,TRUE,1.00E+07,0,8045.970212,CLOSED,,2014-09-25
3091,FALSE,2006-04-08,2006-05-02,NA,GEN,LB,1200.200919,TRUE,1.00E+07,0,1200.200919,CLOSED,,2007-11-14
3092,FALSE,2006-04-12,2006-04-13,NA,GEN,LB,6007.148674,TRUE,1.00E+07,0,6007.148674,CLOSED,,2013-12-30
3093,FALSE,2006-04-11,2006-05-01,NA,GEN,LB,12502.85444,TRUE,1.00E+07,0,12502.85444,CLOSED,,2011-05-31
3094,FALSE,2006-04-15,2006-08-25,NA,GEN,LB,4707.646659,TRUE,1.00E+07,0,4707.646659,CLOSED,,2010-09-01
3095,FALSE,2006-04-28,2006-04-30,NA,GEN,LB,1282.387951,TRUE,1.00E+07,0,1282.387951,CLOSED,,2006-05-24
3096,FALSE,2006-04-12,2006-12-04,NA,GEN,LB,10482.00108,TRUE,1.00E+07,0,10482.00108,CLOSED,,2008-12-25
3097,FALSE,2006-04-01,2006-04-22,NA,GEN,LB,2273.18884,TRUE,1.00E+07,0,2273.18884,CLOSED,,2007-04-24
3098,FALSE,2006-04-12,2006-07-15,NA,GEN,LB,21007.23579,TRUE,1.00E+07,0,21007.23579,CLOSED,,2008-10-07
3099,FALSE,2006-04-12,2006-07-21,NA,GEN,LB,2581.505726,TRUE,1.00E+07,0,2581.505726,CLOSED,,2014-07-09
3100,FALSE,2006-04-26,2006-07-23,NA,GEN,LB,7372.102294,TRUE,1.00E+07,0,7372.102294,CLOSED,,2008-05-30
3101,FALSE,2006-04-11,2006-05-08,NA,GEN,LB,1477.834417,TRUE,1.00E+07,0,1477.834417,CLOSED,,2006-11-26
3102,FALSE,2006-04-24,2006-12-08,NA,GEN,LB,11406.9287,TRUE,1.00E+07,0,11406.9287,CLOSED,,2011-06-03
3103,FALSE,2006-04-29,2006-06-21,NA,GEN,LB,15332.70342,TRUE,1.00E+07,0,15332.70342,CLOSED,,2013-08-26
3104,FALSE,2006-04-05,2006-05-28,NA,GEN,LB,1217.719483,TRUE,1.00E+07,0,1217.719483,CLOSED,,2006-10-14
3105,FALSE,2006-04-15,2006-04-29,NA,GEN,LB,2598.754992,TRUE,1.00E+07,0,2598.754992,CLOSED,,2006-08-01
3106,FALSE,2006-04-17,2006-04-22,NA,GEN,LB,2214.832165,TRUE,1.00E+07,0,2214.832165,CLOSED,,2006-07-10
3107,FALSE,2006-04-27,2006-05-19,NA,GEN,LB,3470.614777,TRUE,1.00E+07,0,3470.614777,CLOSED,,2018-02-21
3108,FALSE,2006-04-05,2006-04-27,NA,GEN,LB,884.1034911,TRUE,1.00E+07,0,884.1034911,CLOSED,,2007-05-19
3109,FALSE,2006-04-04,2006-05-12,NA,GEN,LB,1969.415741,TRUE,1.00E+07,0,1969.415741,CLOSED,,2006-10-10
3110,FALSE,2006-04-14,2006-07-13,NA,GEN,LB,3968.125085,TRUE,1.00E+07,0,3968.125085,CLOSED,,2007-11-08
3111,FALSE,2006-05-27,2006-09-06,NA,GEN,LB,760.783519,TRUE,1.00E+07,0,760.783519,CLOSED,,2010-12-03
3112,FALSE,2006-05-27,2006-05-29,NA,GEN,LB,1011.082584,TRUE,1.00E+07,0,1011.082584,CLOSED,,2009-02-06
3113,FALSE,2006-05-17,2006-06-29,NA,GEN,LB,13979.20888,TRUE,1.00E+07,0,13979.20888,CLOSED,,2011-12-26
3114,FALSE,2006-05-07,2006-06-22,NA,GEN,LB,16889.16299,TRUE,1.00E+07,0,16889.16299,CLOSED,,2012-12-04
3115,FALSE,2006-05-13,2006-10-20,NA,GEN,LB,2788.067065,TRUE,1.00E+07,0,2788.067065,CLOSED,,2007-03-22
3116,FALSE,2006-05-20,2006-07-21,NA,GEN,LB,27431.36541,TRUE,1.00E+07,0,27431.36541,CLOSED,,2016-03-01
3117,FALSE,2006-05-17,2006-07-04,NA,GEN,LB,12910.85358,TRUE,1.00E+07,0,12910.85358,CLOSED,,2010-05-15
3118,FALSE,2006-05-24,2006-06-24,NA,GEN,LB,5637.762897,TRUE,1.00E+07,0,5637.762897,CLOSED,,2008-04-29
3119,FALSE,2006-05-02,2006-08-02,NA,GEN,LB,2583.866095,TRUE,1.00E+07,0,2583.866095,CLOSED,,2010-09-07
3120,FALSE,2006-05-24,2006-06-28,NA,GEN,LB,6622.6057,TRUE,1.00E+07,0,6622.6057,CLOSED,,2012-01-17
3121,FALSE,2006-05-19,2006-09-07,NA,GEN,LB,6570.615949,TRUE,1.00E+07,0,6570.615949,CLOSED,,2007-06-06
3122,FALSE,2006-05-29,2006-10-13,NA,GEN,LB,1723.327626,TRUE,1.00E+07,0,1723.327626,CLOSED,,2007-03-20
3123,FALSE,2006-05-10,2006-06-05,NA,GEN,LB,4139.302619,TRUE,1.00E+07,0,4139.302619,CLOSED,,2007-05-30
3124,FALSE,2006-05-04,2006-10-19,NA,GEN,LB,21504.78468,TRUE,1.00E+07,0,21504.78468,CLOSED,,2027-12-25
3125,FALSE,2006-05-30,2006-06-21,NA,GEN,LB,3100.300562,TRUE,1.00E+07,0,3100.300562,CLOSED,,2010-02-23
3126,FALSE,2006-05-26,2006-07-14,NA,GEN,LB,3824.066644,TRUE,1.00E+07,0,3824.066644,CLOSED,,2010-03-12
3127,FALSE,2006-05-20,2006-09-15,NA,GEN,LB,8790.333681,TRUE,1.00E+07,0,8790.333681,CLOSED,,2015-09-04
3128,FALSE,2006-05-08,2006-07-11,NA,GEN,LB,1285.921643,TRUE,1.00E+07,0,1285.921643,CLOSED,,2012-09-13
3129,FALSE,2006-05-23,2006-09-29,NA,GEN,LB,2856.487138,TRUE,1.00E+07,0,2856.487138,CLOSED,,2007-01-31
3130,FALSE,2006-05-08,2006-10-16,NA,GEN,LB,9595.422188,TRUE,1.00E+07,0,9595.422188,CLOSED,,2012-04-21
3131,FALSE,2006-05-22,2006-10-13,NA,GEN,LB,1939.312525,TRUE,1.00E+07,0,1939.312525,CLOSED,,2009-07-08
3132,FALSE,2006-05-26,2006-08-30,NA,GEN,LB,1097.573791,TRUE,1.00E+07,0,1097.573791,CLOSED,,2010-09-13
3133,FALSE,2006-05-13,2006-08-21,NA,GEN,LB,5521.108735,TRUE,1.00E+07,0,5521.108735,CLOSED,,2011-10-19
3134,FALSE,2006-05-10,2006-05-26,NA,GEN,LB,12446.94955,TRUE,1.00E+07,0,12446.94955,CLOSED,,2016-10-08
3135,FALSE,2006-05-05,2006-05-09,NA,GEN,LB,25117.85828,TRUE,1.00E+07,0,25117.85828,CLOSED,,2020-11-30
3136,FALSE,2006-05-11,2006-08-14,NA,GEN,LB,6346.184083,TRUE,1.00E+07,0,6346.184083,CLOSED,,2008-03-11
3137,FALSE,2006-05-23,2006-08-31,NA,GEN,LB,4476.163944,TRUE,1.00E+07,0,4476.163944,CLOSED,,2017-08-03
3138,FALSE,2006-05-15,2006-09-29,NA,GEN,LB,1347.288367,TRUE,1.00E+07,0,1347.288367,CLOSED,,2006-11-22
3139,FALSE,2006-05-08,2006-06-17,NA,GEN,LB,5962.882208,TRUE,1.00E+07,0,5962.882208,CLOSED,,2015-08-29
3140,FALSE,2006-05-13,2006-11-10,NA,GEN,LB,6429.206837,TRUE,1.00E+07,0,6429.206837,CLOSED,,2007-02-05
3141,FALSE,2006-05-16,2006-07-02,NA,GEN,LB,946.6241309,TRUE,1.00E+07,0,946.6241309,CLOSED,,2007-11-10
3142,FALSE,2006-05-17,2006-05-25,NA,GEN,LB,974.5126737,TRUE,1.00E+07,0,974.5126737,CLOSED,,2008-03-10
3143,FALSE,2006-05-14,2006-06-29,NA,GEN,LB,7483.899978,TRUE,1.00E+07,0,7483.899978,CLOSED,,2010-01-17
3144,FALSE,2006-05-04,2006-06-09,NA,GEN,LB,8892.962069,TRUE,1.00E+07,0,8892.962069,CLOSED,,2019-09-11
3145,FALSE,2006-05-04,2006-07-27,NA,GEN,LB,2986.515335,TRUE,1.00E+07,0,2986.515335,CLOSED,,2006-09-01
3146,FALSE,2006-05-06,2006-08-29,NA,GEN,LB,14257.86066,TRUE,1.00E+07,0,14257.86066,CLOSED,,2010-12-13
3147,FALSE,2006-05-14,2006-11-09,NA,GEN,LB,10386.42138,TRUE,1.00E+07,0,10386.42138,CLOSED,,2014-03-16
3148,FALSE,2006-05-14,2006-09-28,NA,GEN,LB,1403.506466,TRUE,1.00E+07,0,1403.506466,CLOSED,,2007-12-07
3149,FALSE,2006-05-06,2006-06-18,NA,GEN,LB,19429.78085,TRUE,1.00E+07,0,19429.78085,CLOSED,,2016-01-10
3150,FALSE,2006-05-07,2006-08-28,NA,GEN,LB,14666.61559,TRUE,1.00E+07,0,14666.61559,CLOSED,,2012-10-07
3151,FALSE,2006-05-14,2006-10-16,NA,GEN,LB,29282.58316,TRUE,1.00E+07,0,29282.58316,CLOSED,,2011-05-08
3152,FALSE,2006-05-09,2006-05-21,NA,GEN,LB,10364.40534,TRUE,1.00E+07,0,10364.40534,CLOSED,,2008-03-03
3153,FALSE,2006-05-08,2006-08-18,NA,GEN,LB,9297.534297,TRUE,1.00E+07,0,9297.534297,CLOSED,,2014-02-25
3154,FALSE,2006-05-09,2006-06-07,NA,GEN,LB,486.2597432,TRUE,1.00E+07,0,486.2597432,CLOSED,,2006-11-18
3155,FALSE,2006-05-22,2006-11-18,NA,GEN,LB,28636.59045,TRUE,1.00E+07,0,28636.59045,CLOSED,,2016-03-14
3156,FALSE,2006-05-30,2006-06-11,NA,GEN,LB,2592.195545,TRUE,1.00E+07,0,2592.195545,CLOSED,,2012-04-10
3157,FALSE,2006-05-26,2006-06-24,NA,GEN,LB,4770.273196,TRUE,1.00E+07,0,4770.273196,CLOSED,,2006-11-09
3158,FALSE,2006-05-07,2006-07-21,NA,GEN,LB,15101.40426,TRUE,1.00E+07,0,15101.40426,CLOSED,,2007-11-08
3159,FALSE,2006-05-16,2006-10-04,NA,GEN,LB,7674.024372,TRUE,1.00E+07,0,7674.024372,CLOSED,,2011-08-01
3160,FALSE,2006-05-01,2007-08-04,NA,GEN,LB,25274.61642,TRUE,1.00E+07,0,25274.61642,CLOSED,,2021-11-18
3161,FALSE,2006-05-07,2006-07-08,NA,GEN,LB,10876.85398,TRUE,1.00E+07,0,10876.85398,CLOSED,,2010-01-14
3162,FALSE,2006-05-26,2006-12-03,NA,GEN,LB,4453.72083,TRUE,1.00E+07,0,4453.72083,CLOSED,,2008-02-21
3163,FALSE,2006-05-16,2006-12-02,NA,GEN,LB,18276.24907,TRUE,1.00E+07,0,18276.24907,CLOSED,,2015-02-10
3164,FALSE,2006-05-22,2006-07-02,NA,GEN,LB,13320.733,TRUE,1.00E+07,0,13320.733,CLOSED,,2013-10-30
3165,FALSE,2006-05-07,2006-05-27,NA,GEN,LB,12031.04359,TRUE,1.00E+07,0,12031.04359,CLOSED,,2013-06-23
3166,FALSE,2006-05-08,2006-05-14,NA,GEN,LB,4675.692901,TRUE,1.00E+07,0,4675.692901,CLOSED,,2006-12-14
3167,FALSE,2006-05-16,2006-05-27,NA,GEN,LB,2709.201396,TRUE,1.00E+07,0,2709.201396,CLOSED,,2011-03-12
3168,FALSE,2006-05-15,2006-06-18,NA,GEN,LB,2609.934265,TRUE,1.00E+07,0,2609.934265,CLOSED,,2008-09-08
3169,FALSE,2006-06-18,2006-07-20,NA,GEN,LB,2364.585816,TRUE,1.00E+07,0,2364.585816,CLOSED,,2006-12-15
3170,FALSE,2006-06-23,2006-08-07,NA,GEN,LB,6109.25488,TRUE,1.00E+07,0,6109.25488,CLOSED,,2010-06-02
3171,FALSE,2006-06-11,2006-07-12,NA,GEN,LB,1618.269178,TRUE,1.00E+07,0,1618.269178,CLOSED,,2007-06-10
3172,FALSE,2006-06-10,2006-07-10,NA,GEN,LB,9059.871742,TRUE,1.00E+07,0,9059.871742,CLOSED,,2013-05-20
3173,FALSE,2006-06-18,2006-11-23,NA,GEN,LB,10650.67834,TRUE,1.00E+07,0,10650.67834,CLOSED,,2008-10-17
3174,FALSE,2006-06-21,2006-07-08,NA,GEN,LB,1837.159698,TRUE,1.00E+07,0,1837.159698,CLOSED,,2007-04-27
3175,FALSE,2006-06-27,2006-08-25,NA,GEN,LB,11082.91552,TRUE,1.00E+07,0,11082.91552,CLOSED,,2008-05-05
3176,FALSE,2006-06-01,2007-01-05,NA,GEN,LB,10245.89465,TRUE,1.00E+07,0,10245.89465,CLOSED,,2009-08-02
3177,FALSE,2006-06-25,2006-07-19,NA,GEN,LB,2287.644449,TRUE,1.00E+07,0,2287.644449,CLOSED,,2006-10-17
3178,FALSE,2006-06-07,2007-02-26,NA,GEN,LB,5726.306869,TRUE,1.00E+07,0,5726.306869,CLOSED,,2007-08-24
3179,FALSE,2006-06-21,2006-08-29,NA,GEN,LB,2860.974471,TRUE,1.00E+07,0,2860.974471,CLOSED,,2007-09-16
3180,FALSE,2006-06-26,2006-09-04,NA,GEN,LB,1557.975453,TRUE,1.00E+07,0,1557.975453,CLOSED,,2007-04-04
3181,FALSE,2006-06-01,2006-09-23,NA,GEN,LB,3295.985765,TRUE,1.00E+07,0,3295.985765,CLOSED,,2008-01-01
3182,FALSE,2006-06-07,2006-10-02,NA,GEN,LB,3358.973029,TRUE,1.00E+07,0,3358.973029,CLOSED,,2006-10-05
3183,FALSE,2006-06-16,2006-08-30,NA,GEN,LB,8362.967917,TRUE,1.00E+07,0,8362.967917,CLOSED,,2015-12-16
3184,FALSE,2006-06-13,2007-03-05,NA,GEN,LB,11391.01065,TRUE,1.00E+07,0,11391.01065,CLOSED,,2020-05-17
3185,FALSE,2006-06-07,2006-10-13,NA,GEN,LB,2138.660239,TRUE,1.00E+07,0,2138.660239,CLOSED,,2007-07-29
3186,FALSE,2006-06-29,2006-09-23,NA,GEN,LB,2047.512445,TRUE,1.00E+07,0,2047.512445,CLOSED,,2010-03-23
3187,FALSE,2006-06-20,2006-06-22,NA,GEN,LB,3429.226082,TRUE,1.00E+07,0,3429.226082,CLOSED,,2006-10-12
3188,FALSE,2006-06-20,2006-07-30,NA,GEN,LB,4718.737024,TRUE,1.00E+07,0,4718.737024,CLOSED,,2010-12-26
3189,FALSE,2006-06-28,2006-12-21,NA,GEN,LB,22379.95264,TRUE,1.00E+07,0,22379.95264,CLOSED,,2008-11-08
3190,FALSE,2006-06-28,2006-08-05,NA,GEN,LB,578.8539597,TRUE,1.00E+07,0,578.8539597,CLOSED,,2009-04-02
3191,FALSE,2006-06-22,2006-06-23,NA,GEN,LB,13395.10057,TRUE,1.00E+07,0,13395.10057,CLOSED,,2011-05-17
3192,FALSE,2006-06-20,2006-11-28,NA,GEN,LB,12255.81227,TRUE,1.00E+07,0,12255.81227,CLOSED,,2010-04-17
3193,FALSE,2006-06-01,2006-07-21,NA,GEN,LB,1299.642631,TRUE,1.00E+07,0,1299.642631,CLOSED,,2007-07-06
3194,FALSE,2006-06-16,2006-07-04,NA,GEN,LB,5241.591771,TRUE,1.00E+07,0,5241.591771,CLOSED,,2014-05-29
3195,FALSE,2006-06-22,2006-07-22,NA,GEN,LB,4829.556253,TRUE,1.00E+07,0,4829.556253,CLOSED,,2006-11-06
3196,FALSE,2006-06-23,2007-03-15,NA,GEN,LB,2915.047527,TRUE,1.00E+07,0,2915.047527,CLOSED,,2009-01-16
3197,FALSE,2006-06-03,2006-10-19,NA,GEN,LB,6060.668825,TRUE,1.00E+07,0,6060.668825,CLOSED,,2009-03-12
3198,FALSE,2006-06-28,2006-12-31,NA,GEN,LB,4143.315124,TRUE,1.00E+07,0,4143.315124,CLOSED,,2010-09-10
3199,FALSE,2006-06-03,2006-08-05,NA,GEN,LB,21539.56434,TRUE,1.00E+07,0,21539.56434,CLOSED,,2016-02-03
3200,FALSE,2006-06-09,2006-07-28,NA,GEN,LB,16273.72632,TRUE,1.00E+07,0,16273.72632,CLOSED,,2021-01-15
3201,FALSE,2006-06-27,2006-10-11,NA,GEN,LB,1671.059342,TRUE,1.00E+07,0,1671.059342,CLOSED,,2007-07-18
3202,FALSE,2006-06-03,2006-09-05,NA,GEN,LB,32329.15985,TRUE,1.00E+07,0,32329.15985,CLOSED,,2019-12-19
3203,FALSE,2006-06-28,2006-09-23,NA,GEN,LB,1409.434576,TRUE,1.00E+07,0,1409.434576,CLOSED,,2006-11-01
3204,FALSE,2006-06-18,2006-07-22,NA,GEN,LB,1856.393253,TRUE,1.00E+07,0,1856.393253,CLOSED,,2008-01-21
3205,FALSE,2006-06-17,2006-07-01,NA,GEN,LB,20697.14243,TRUE,1.00E+07,0,20697.14243,CLOSED,,2017-12-20
3206,FALSE,2006-06-06,2006-08-05,NA,GEN,LB,383.0825848,TRUE,1.00E+07,0,383.0825848,CLOSED,,2007-04-05
3207,FALSE,2006-06-18,2006-08-02,NA,GEN,LB,4921.119601,TRUE,1.00E+07,0,4921.119601,CLOSED,,2015-07-20
3208,FALSE,2006-06-02,2006-12-14,NA,GEN,LB,22846.17146,TRUE,1.00E+07,0,22846.17146,CLOSED,,2014-09-08
3209,FALSE,2006-06-04,2006-11-11,NA,GEN,LB,756.9807304,TRUE,1.00E+07,0,756.9807304,CLOSED,,2007-05-30
3210,FALSE,2006-06-25,2006-09-12,NA,GEN,LB,4998.831339,TRUE,1.00E+07,0,4998.831339,CLOSED,,2007-05-03
3211,FALSE,2006-06-19,2006-08-05,NA,GEN,LB,15759.41953,TRUE,1.00E+07,0,15759.41953,CLOSED,,2012-10-25
3212,FALSE,2006-06-12,2006-06-18,NA,GEN,LB,5089.738683,TRUE,1.00E+07,0,5089.738683,CLOSED,,2009-07-06
3213,FALSE,2006-06-18,2006-06-27,NA,GEN,LB,8500.631014,TRUE,1.00E+07,0,8500.631014,CLOSED,,2007-05-30
3214,FALSE,2006-06-03,2006-07-14,NA,GEN,LB,14161.60658,TRUE,1.00E+07,0,14161.60658,CLOSED,,2009-01-03
3215,FALSE,2006-06-07,2006-08-24,NA,GEN,LB,6512.907421,TRUE,1.00E+07,0,6512.907421,CLOSED,,2012-06-18
3216,FALSE,2006-06-15,2006-12-23,NA,GEN,LB,6113.054008,TRUE,1.00E+07,0,6113.054008,CLOSED,,2009-11-29
3217,FALSE,2006-06-08,2006-08-31,NA,GEN,LB,11143.24846,TRUE,1.00E+07,0,11143.24846,CLOSED,,2015-08-01
3218,FALSE,2006-06-05,2006-09-11,NA,GEN,LB,7509.646901,TRUE,1.00E+07,0,7509.646901,CLOSED,,2010-11-06
3219,FALSE,2006-06-02,2006-06-13,NA,GEN,LB,6899.911067,TRUE,1.00E+07,0,6899.911067,CLOSED,,2006-07-08
3220,FALSE,2006-06-02,2006-06-05,NA,GEN,LB,1419.248144,TRUE,1.00E+07,0,1419.248144,CLOSED,,2008-11-29
3221,FALSE,2006-06-01,2006-09-25,NA,GEN,LB,1285.900438,TRUE,1.00E+07,0,1285.900438,CLOSED,,2007-02-18
3222,FALSE,2006-06-09,2006-07-10,NA,GEN,LB,14488.68604,TRUE,1.00E+07,0,14488.68604,CLOSED,,2019-07-20
3223,FALSE,2006-06-02,2006-07-04,NA,GEN,LB,9544.424005,TRUE,1.00E+07,0,9544.424005,CLOSED,,2016-11-27
3224,FALSE,2006-06-12,2007-01-19,NA,GEN,LB,18025.69059,TRUE,1.00E+07,0,18025.69059,CLOSED,,2009-02-19
3225,FALSE,2006-06-25,2006-12-16,NA,GEN,LB,23894.06507,TRUE,1.00E+07,0,23894.06507,CLOSED,,2012-12-23
3226,FALSE,2006-06-04,2006-12-02,NA,GEN,LB,9389.874246,TRUE,1.00E+07,0,9389.874246,CLOSED,,2017-10-08
3227,FALSE,2006-06-24,2006-06-25,NA,GEN,LB,6149.378508,TRUE,1.00E+07,0,6149.378508,CLOSED,,2007-05-19
3228,FALSE,2006-06-07,2006-09-25,NA,GEN,LB,1195.961352,TRUE,1.00E+07,0,1195.961352,CLOSED,,2007-06-21
3229,FALSE,2006-06-09,2006-08-15,NA,GEN,LB,34688.47627,TRUE,1.00E+07,0,34688.47627,CLOSED,,2011-10-01
3230,FALSE,2006-06-09,2006-12-08,NA,GEN,LB,9752.725568,TRUE,1.00E+07,0,9752.725568,CLOSED,,2022-01-08
3231,FALSE,2006-07-20,2006-10-12,NA,GEN,LB,4989.17807,TRUE,1.00E+07,0,4989.17807,CLOSED,,2007-12-30
3232,FALSE,2006-07-27,2007-01-02,NA,GEN,LB,9331.319737,TRUE,1.00E+07,0,9331.319737,CLOSED,,2007-01-20
3233,FALSE,2006-07-19,2006-08-05,NA,GEN,LB,2629.548668,TRUE,1.00E+07,0,2629.548668,CLOSED,,2010-07-24
3234,FALSE,2006-07-14,2006-09-12,NA,GEN,LB,2017.270433,TRUE,1.00E+07,0,2017.270433,CLOSED,,2010-03-21
3235,FALSE,2006-07-22,2006-08-02,NA,GEN,LB,32462.86565,TRUE,1.00E+07,0,32462.86565,CLOSED,,2021-10-01
3236,FALSE,2006-07-08,2006-07-26,NA,GEN,LB,4052.820637,TRUE,1.00E+07,0,4052.820637,CLOSED,,2007-06-10
3237,FALSE,2006-07-29,2006-12-04,NA,GEN,LB,4814.476491,TRUE,1.00E+07,0,4814.476491,CLOSED,,2007-01-22
3238,FALSE,2006-07-13,2006-10-08,NA,GEN,LB,9572.652371,TRUE,1.00E+07,0,9572.652371,CLOSED,,2015-12-22
3239,FALSE,2006-07-14,2007-02-01,NA,GEN,LB,20054.8474,TRUE,1.00E+07,0,20054.8474,CLOSED,,2017-10-15
3240,FALSE,2006-07-22,2006-12-01,NA,GEN,LB,3267.20361,TRUE,1.00E+07,0,3267.20361,CLOSED,,2008-11-08
3241,FALSE,2006-07-21,2006-12-29,NA,GEN,LB,1953.260395,TRUE,1.00E+07,0,1953.260395,CLOSED,,2008-03-24
3242,FALSE,2006-07-30,2007-01-25,NA,GEN,LB,14623.27729,TRUE,1.00E+07,0,14623.27729,CLOSED,,2023-01-25
3243,FALSE,2006-07-28,2006-10-19,NA,GEN,LB,6833.915431,TRUE,1.00E+07,0,6833.915431,CLOSED,,2007-01-26
3244,FALSE,2006-07-18,2006-09-11,NA,GEN,LB,1554.046009,TRUE,1.00E+07,0,1554.046009,CLOSED,,2015-05-28
3245,FALSE,2006-07-14,2006-08-25,NA,GEN,LB,1100.200856,TRUE,1.00E+07,0,1100.200856,CLOSED,,2008-07-17
3246,FALSE,2006-07-05,2006-07-14,NA,GEN,LB,7174.586021,TRUE,1.00E+07,0,7174.586021,CLOSED,,2008-05-24
3247,FALSE,2006-07-03,2006-11-15,NA,GEN,LB,3494.35213,TRUE,1.00E+07,0,3494.35213,CLOSED,,2015-07-05
3248,FALSE,2006-07-03,2006-10-12,NA,GEN,LB,3098.011859,TRUE,1.00E+07,0,3098.011859,CLOSED,,2015-08-20
3249,FALSE,2006-07-27,2006-09-19,NA,GEN,LB,4887.642527,TRUE,1.00E+07,0,4887.642527,CLOSED,,2008-07-27
3250,FALSE,2006-07-14,2006-08-06,NA,GEN,LB,3490.933216,TRUE,1.00E+07,0,3490.933216,CLOSED,,2012-05-01
3251,FALSE,2006-07-14,2006-09-22,NA,GEN,LB,14236.72033,TRUE,1.00E+07,0,14236.72033,CLOSED,,2010-06-30
3252,FALSE,2006-07-23,2006-10-13,NA,GEN,LB,14208.80333,TRUE,1.00E+07,0,14208.80333,CLOSED,,2008-03-25
3253,FALSE,2006-07-04,2006-08-23,NA,GEN,LB,1688.632783,TRUE,1.00E+07,0,1688.632783,CLOSED,,2011-08-24
3254,FALSE,2006-07-26,2006-09-13,NA,GEN,LB,1065.264986,TRUE,1.00E+07,0,1065.264986,CLOSED,,2006-12-19
3255,FALSE,2006-07-20,2006-09-03,NA,GEN,LB,3643.509384,TRUE,1.00E+07,0,3643.509384,CLOSED,,2010-11-24
3256,FALSE,2006-07-07,2006-07-22,NA,GEN,LB,8863.718869,TRUE,1.00E+07,0,8863.718869,CLOSED,,2011-10-19
