SimulationNo,OccurrenceNo,ClaimNo,ClaimMadeBusiness,Converted,AccidentDate,ReportDate,Covariate,Line,Type,TotalLoss,ClaimLiability,Limit,Deductible,TotalPayment,PaymentDate,CloseDate
1, 7751, 7751,FALSE,NA,2007-06-18,2007-09-22,NA,Line 1,Type 1,5464.95988812067,TRUE,1e+07,0,5464.95988812067,2010-11-26,2010-11-26
1, 7752, 7752,FALSE,NA,2007-06-16,2007-10-22,NA,Line 1,Type 1,4765.1216088659,TRUE,1e+07,0,4765.1216088659,2017-04-30,2017-04-30
1, 7753, 7753,FALSE,NA,2007-06-03,2007-12-25,NA,Line 1,Type 1,4670.91018308796,TRUE,1e+07,0,4670.91018308796,2011-02-23,2011-02-23
1, 7754, 7754,FALSE,NA,2007-06-17,2010-05-13,NA,Line 1,Type 1,5187.8767498303,TRUE,1e+07,0,5187.8767498303,2012-04-18,2012-04-18
1, 7755, 7755,FALSE,NA,2007-06-10,2007-08-14,NA,Line 1,Type 1,4946.26765607272,TRUE,1e+07,0,4946.26765607272,2013-08-23,2013-08-23
1, 7756, 7756,FALSE,NA,2007-06-26,2008-11-20,NA,Line 1,Type 1,3836.88897755794,TRUE,1e+07,0,3836.88897755794,2009-03-25,2009-03-25
1, 7757, 7757,FALSE,NA,2007-06-17,2008-03-02,NA,Line 1,Type 1,4493.6866461341,TRUE,1e+07,0,4493.6866461341,2014-03-28,2014-03-28
1, 7758, 7758,FALSE,NA,2007-06-12,2007-12-25,NA,Line 1,Type 1,3538.75408678269,TRUE,1e+07,0,3538.75408678269,2009-06-18,2009-06-18
1, 7759, 7759,FALSE,NA,2007-06-01,2007-06-26,NA,Line 1,Type 1,3920.81835938264,TRUE,1e+07,0,3920.81835938264,2010-09-21,2010-09-21
1, 7760, 7760,FALSE,NA,2007-06-08,2007-12-03,NA,Line 1,Type 1,6355.66357124391,TRUE,1e+07,0,6355.66357124391,2015-10-21,2015-10-21
1, 7761, 7761,FALSE,NA,2007-06-09,2007-10-28,NA,Line 1,Type 1,4703.08071058122,TRUE,1e+07,0,4703.08071058122,2008-01-29,2008-01-29
1, 7762, 7762,FALSE,NA,2007-06-11,2007-09-08,NA,Line 1,Type 1,6241.86421232192,TRUE,1e+07,0,6241.86421232192,2007-11-03,2007-11-03
1, 7763, 7763,FALSE,NA,2007-06-23,2007-12-12,NA,Line 1,Type 1,4305.89129074929,TRUE,1e+07,0,4305.89129074929,2008-08-25,2008-08-25
1, 7764, 7764,FALSE,NA,2007-06-28,2007-07-05,NA,Line 1,Type 1,5212.95342569087,TRUE,1e+07,0,5212.95342569087,2008-09-27,2008-09-27
1, 7765, 7765,FALSE,NA,2007-06-12,2007-12-22,NA,Line 1,Type 1,6018.34726626309,TRUE,1e+07,0,6018.34726626309,2010-03-26,2010-03-26
1, 7766, 7766,FALSE,NA,2007-06-26,2008-03-27,NA,Line 1,Type 1,5180.30847386097,TRUE,1e+07,0,5180.30847386097,2013-01-10,2013-01-10
1, 7767, 7767,FALSE,NA,2007-06-08,2008-05-19,NA,Line 1,Type 1,7150.69957076214,TRUE,1e+07,0,7150.69957076214,2010-10-14,2010-10-14
1, 7768, 7768,FALSE,NA,2007-06-25,2007-08-31,NA,Line 1,Type 1,5622.84179317376,TRUE,1e+07,0,5622.84179317376,2010-01-10,2010-01-10
1, 7769, 7769,FALSE,NA,2007-06-21,2007-07-05,NA,Line 1,Type 1,4442.87444705663,TRUE,1e+07,0,4442.87444705663,2010-11-21,2010-11-21
1, 7770, 7770,FALSE,NA,2007-06-17,2007-06-18,NA,Line 1,Type 1,5379.82498905982,TRUE,1e+07,0,5379.82498905982,2014-07-12,2014-07-12
1, 7771, 7771,FALSE,NA,2007-06-12,2007-09-11,NA,Line 1,Type 1,4300.55308050105,TRUE,1e+07,0,4300.55308050105,2011-03-19,2011-03-19
1, 7772, 7772,FALSE,NA,2007-06-24,2007-09-16,NA,Line 1,Type 1,4452.73616758008,TRUE,1e+07,0,4452.73616758008,2009-12-20,2009-12-20
1, 7773, 7773,FALSE,NA,2007-06-08,2008-08-21,NA,Line 1,Type 1,4876.30934188675,TRUE,1e+07,0,4876.30934188675,2011-07-05,2011-07-05
1, 7774, 7774,FALSE,NA,2007-06-22,2008-01-29,NA,Line 1,Type 1,4823.11730709176,TRUE,1e+07,0,4823.11730709176,2012-07-30,2012-07-30
1, 7775, 7775,FALSE,NA,2007-06-15,2007-08-21,NA,Line 1,Type 1,4586.19229951048,TRUE,1e+07,0,4586.19229951048,2010-04-20,2010-04-20
1, 7776, 7776,FALSE,NA,2007-06-12,2007-07-23,NA,Line 1,Type 1,3939.05750736541,TRUE,1e+07,0,3939.05750736541,2008-01-22,2008-01-22
1, 7777, 7777,FALSE,NA,2007-06-25,2008-11-26,NA,Line 1,Type 1,6842.18169846756,TRUE,1e+07,0,6842.18169846756,2015-07-21,2015-07-21
1, 7778, 7778,FALSE,NA,2007-06-13,2007-10-29,NA,Line 1,Type 1,4133.22260513511,TRUE,1e+07,0,4133.22260513511,2009-10-07,2009-10-07
1, 7779, 7779,FALSE,NA,2007-06-16,2007-06-20,NA,Line 1,Type 1,5764.46317274811,TRUE,1e+07,0,5764.46317274811,2014-06-13,2014-06-13
1, 7780, 7780,FALSE,NA,2007-06-17,2007-07-16,NA,Line 1,Type 1,4549.33594766448,TRUE,1e+07,0,4549.33594766448,2007-11-03,2007-11-03
1, 7781, 7781,FALSE,NA,2007-06-19,2007-08-02,NA,Line 1,Type 1,4341.38342475169,TRUE,1e+07,0,4341.38342475169,2010-06-08,2010-06-08
1, 7782, 7782,FALSE,NA,2007-06-01,2007-07-25,NA,Line 1,Type 1,5519.59152000072,TRUE,1e+07,0,5519.59152000072,2014-12-14,2014-12-14
1, 7783, 7783,FALSE,NA,2007-06-24,2008-10-27,NA,Line 1,Type 1,4424.06189792926,TRUE,1e+07,0,4424.06189792926,2010-09-18,2010-09-18
1, 7784, 7784,FALSE,NA,2007-06-15,2009-08-09,NA,Line 1,Type 1,5753.85867255916,TRUE,1e+07,0,5753.85867255916,2019-11-02,2019-11-02
1, 7785, 7785,FALSE,NA,2007-06-19,2008-01-04,NA,Line 1,Type 1,4745.4765743979,TRUE,1e+07,0,4745.4765743979,2009-05-07,2009-05-07
1, 7786, 7786,FALSE,NA,2007-06-09,2008-01-27,NA,Line 1,Type 1,4046.13801994201,TRUE,1e+07,0,4046.13801994201,2009-10-06,2009-10-06
1, 7787, 7787,FALSE,NA,2007-06-08,2007-08-24,NA,Line 1,Type 1,5693.76684837686,TRUE,1e+07,0,5693.76684837686,2014-09-29,2014-09-29
1, 7788, 7788,FALSE,NA,2007-06-21,2009-11-30,NA,Line 1,Type 1,7165.11488321079,TRUE,1e+07,0,7165.11488321079,2012-02-24,2012-02-24
1, 7789, 7789,FALSE,NA,2007-06-13,2008-07-21,NA,Line 1,Type 1,4293.37878393334,TRUE,1e+07,0,4293.37878393334,2008-12-19,2008-12-19
1, 7790, 7790,FALSE,NA,2007-06-03,2007-08-12,NA,Line 1,Type 1,5641.79516705088,TRUE,1e+07,0,5641.79516705088,2014-06-03,2014-06-03
1, 7791, 7791,FALSE,NA,2007-06-21,2008-04-25,NA,Line 1,Type 1,5717.750477726,TRUE,1e+07,0,5717.750477726,2014-06-28,2014-06-28
1, 7792, 7792,FALSE,NA,2007-06-19,2007-07-18,NA,Line 1,Type 1,4646.09826540355,TRUE,1e+07,0,4646.09826540355,2012-04-05,2012-04-05
1, 7793, 7793,FALSE,NA,2007-07-21,2007-07-31,NA,Line 1,Type 1,5239.54130261631,TRUE,1e+07,0,5239.54130261631,2007-12-31,2007-12-31
1, 7794, 7794,FALSE,NA,2007-07-05,2007-11-13,NA,Line 1,Type 1,3962.77508109926,TRUE,1e+07,0,3962.77508109926,2010-12-15,2010-12-15
1, 7795, 7795,FALSE,NA,2007-07-10,2007-08-23,NA,Line 1,Type 1,4848.41737766082,TRUE,1e+07,0,4848.41737766082,2012-05-08,2012-05-08
1, 7796, 7796,FALSE,NA,2007-07-15,2007-11-12,NA,Line 1,Type 1,4491.56607377259,TRUE,1e+07,0,4491.56607377259,2008-09-13,2008-09-13
1, 7797, 7797,FALSE,NA,2007-07-10,2007-08-06,NA,Line 1,Type 1,4573.92641050157,TRUE,1e+07,0,4573.92641050157,2007-09-18,2007-09-18
1, 7798, 7798,FALSE,NA,2007-07-28,2007-07-30,NA,Line 1,Type 1,7092.92436293244,TRUE,1e+07,0,7092.92436293244,2009-10-05,2009-10-05
1, 7799, 7799,FALSE,NA,2007-07-07,2007-07-27,NA,Line 1,Type 1,5123.50471927916,TRUE,1e+07,0,5123.50471927916,2008-08-20,2008-08-20
1, 7800, 7800,FALSE,NA,2007-07-11,2008-03-29,NA,Line 1,Type 1,5630.12688200785,TRUE,1e+07,0,5630.12688200785,2009-03-27,2009-03-27
1, 7801, 7801,FALSE,NA,2007-07-04,2007-08-16,NA,Line 1,Type 1,5990.00504239347,TRUE,1e+07,0,5990.00504239347,2017-04-05,2017-04-05
1, 7802, 7802,FALSE,NA,2007-07-04,2008-06-17,NA,Line 1,Type 1,3744.31650226429,TRUE,1e+07,0,3744.31650226429,2011-09-19,2011-09-19
1, 7803, 7803,FALSE,NA,2007-07-26,2007-09-22,NA,Line 1,Type 1,4548.73507663316,TRUE,1e+07,0,4548.73507663316,2013-05-20,2013-05-20
1, 7804, 7804,FALSE,NA,2007-07-10,2007-08-11,NA,Line 1,Type 1,3178.15608259832,TRUE,1e+07,0,3178.15608259832,2008-07-23,2008-07-23
1, 7805, 7805,FALSE,NA,2007-07-23,2009-05-09,NA,Line 1,Type 1,4346.25480660946,TRUE,1e+07,0,4346.25480660946,2012-05-23,2012-05-23
1, 7806, 7806,FALSE,NA,2007-07-29,2008-08-15,NA,Line 1,Type 1,4670.38302834992,TRUE,1e+07,0,4670.38302834992,2014-06-17,2014-06-17
1, 7807, 7807,FALSE,NA,2007-07-20,2007-09-22,NA,Line 1,Type 1,4698.77988918149,TRUE,1e+07,0,4698.77988918149,2008-12-27,2008-12-27
1, 7808, 7808,FALSE,NA,2007-07-25,2008-01-11,NA,Line 1,Type 1,4515.87480915927,TRUE,1e+07,0,4515.87480915927,2008-09-12,2008-09-12
1, 7809, 7809,FALSE,NA,2007-07-11,2008-06-06,NA,Line 1,Type 1,7915.63769282784,TRUE,1e+07,0,7915.63769282784,2009-07-19,2009-07-19
1, 7810, 7810,FALSE,NA,2007-07-17,2008-06-12,NA,Line 1,Type 1,6377.41757859918,TRUE,1e+07,0,6377.41757859918,2009-03-15,2009-03-15
1, 7811, 7811,FALSE,NA,2007-07-07,2007-08-30,NA,Line 1,Type 1,5504.60008278355,TRUE,1e+07,0,5504.60008278355,2010-05-25,2010-05-25
1, 7812, 7812,FALSE,NA,2007-07-10,2008-11-11,NA,Line 1,Type 1,4574.8040301437,TRUE,1e+07,0,4574.8040301437,2009-11-11,2009-11-11
1, 7813, 7813,FALSE,NA,2007-07-10,2008-03-04,NA,Line 1,Type 1,5702.62077577319,TRUE,1e+07,0,5702.62077577319,2008-12-03,2008-12-03
1, 7814, 7814,FALSE,NA,2007-07-01,2007-08-31,NA,Line 1,Type 1,4683.60438384734,TRUE,1e+07,0,4683.60438384734,2010-04-28,2010-04-28
1, 7815, 7815,FALSE,NA,2007-07-12,2007-08-12,NA,Line 1,Type 1,6424.46631788335,TRUE,1e+07,0,6424.46631788335,2016-08-14,2016-08-14
1, 7816, 7816,FALSE,NA,2007-07-03,2007-07-17,NA,Line 1,Type 1,4807.47192497485,TRUE,1e+07,0,4807.47192497485,2008-03-28,2008-03-28
1, 7817, 7817,FALSE,NA,2007-07-15,2008-11-20,NA,Line 1,Type 1,4197.53843691115,TRUE,1e+07,0,4197.53843691115,2009-05-21,2009-05-21
1, 7818, 7818,FALSE,NA,2007-07-13,2008-07-23,NA,Line 1,Type 1,6712.77686399905,TRUE,1e+07,0,6712.77686399905,2012-08-26,2012-08-26
1, 7819, 7819,FALSE,NA,2007-07-23,2008-05-03,NA,Line 1,Type 1,3773.65862251189,TRUE,1e+07,0,3773.65862251189,2010-02-05,2010-02-05
1, 7820, 7820,FALSE,NA,2007-07-11,2007-12-22,NA,Line 1,Type 1,5065.2662642472,TRUE,1e+07,0,5065.2662642472,2009-12-11,2009-12-11
1, 7821, 7821,FALSE,NA,2007-07-12,2007-10-06,NA,Line 1,Type 1,5933.05025035475,TRUE,1e+07,0,5933.05025035475,2008-09-05,2008-09-05
1, 7822, 7822,FALSE,NA,2007-07-01,2007-10-26,NA,Line 1,Type 1,5116.73642408661,TRUE,1e+07,0,5116.73642408661,2020-02-17,2020-02-17
1, 7823, 7823,FALSE,NA,2007-07-27,2008-07-17,NA,Line 1,Type 1,5302.82560491006,TRUE,1e+07,0,5302.82560491006,2016-05-11,2016-05-11
1, 7824, 7824,FALSE,NA,2007-07-20,2008-01-25,NA,Line 1,Type 1,5138.09485369765,TRUE,1e+07,0,5138.09485369765,2009-12-16,2009-12-16
1, 7825, 7825,FALSE,NA,2007-07-11,2008-10-29,NA,Line 1,Type 1,4993.6871024311,TRUE,1e+07,0,4993.6871024311,2009-07-23,2009-07-23
1, 7826, 7826,FALSE,NA,2007-07-26,2007-09-20,NA,Line 1,Type 1,4443.70818148575,TRUE,1e+07,0,4443.70818148575,2012-01-21,2012-01-21
1, 7827, 7827,FALSE,NA,2007-07-08,2007-07-30,NA,Line 1,Type 1,5131.09640392224,TRUE,1e+07,0,5131.09640392224,2008-06-30,2008-06-30
1, 7828, 7828,FALSE,NA,2007-07-15,2008-07-22,NA,Line 1,Type 1,3773.50317031644,TRUE,1e+07,0,3773.50317031644,2012-02-12,2012-02-12
1, 7829, 7829,FALSE,NA,2007-07-10,2007-12-10,NA,Line 1,Type 1,4668.18653955277,TRUE,1e+07,0,4668.18653955277,2013-06-30,2013-06-30
1, 7830, 7830,FALSE,NA,2007-07-08,2008-02-10,NA,Line 1,Type 1,4983.32326277341,TRUE,1e+07,0,4983.32326277341,2008-09-08,2008-09-08
1, 7831, 7831,FALSE,NA,2007-07-05,2007-08-08,NA,Line 1,Type 1,5873.65702005331,TRUE,1e+07,0,5873.65702005331,2008-03-18,2008-03-18
1, 7832, 7832,FALSE,NA,2007-07-16,2009-10-09,NA,Line 1,Type 1,6453.45009004405,TRUE,1e+07,0,6453.45009004405,2013-10-03,2013-10-03
1, 7833, 7833,FALSE,NA,2007-07-17,2008-04-07,NA,Line 1,Type 1,5679.8779792182,TRUE,1e+07,0,5679.8779792182,2012-01-05,2012-01-05
1, 7834, 7834,FALSE,NA,2007-07-28,2007-12-01,NA,Line 1,Type 1,4526.8415514579,TRUE,1e+07,0,4526.8415514579,2009-05-04,2009-05-04
1, 7835, 7835,FALSE,NA,2007-07-06,2010-02-10,NA,Line 1,Type 1,4232.34918968416,TRUE,1e+07,0,4232.34918968416,2010-02-11,2010-02-11
1, 7836, 7836,FALSE,NA,2007-07-14,2008-04-28,NA,Line 1,Type 1,5199.3261749039,TRUE,1e+07,0,5199.3261749039,2010-03-14,2010-03-14
1, 7837, 7837,FALSE,NA,2007-07-29,2008-05-02,NA,Line 1,Type 1,4568.19557827084,TRUE,1e+07,0,4568.19557827084,2009-06-13,2009-06-13
1, 7838, 7838,FALSE,NA,2007-07-01,2007-08-12,NA,Line 1,Type 1,4769.59906962293,TRUE,1e+07,0,4769.59906962293,2012-04-09,2012-04-09
1, 7839, 7839,FALSE,NA,2007-07-28,2009-03-07,NA,Line 1,Type 1,3820.81364202314,TRUE,1e+07,0,3820.81364202314,2009-11-25,2009-11-25
1, 7840, 7840,FALSE,NA,2007-07-17,2007-09-26,NA,Line 1,Type 1,3780.13153689679,TRUE,1e+07,0,3780.13153689679,2010-10-11,2010-10-11
1, 7841, 7841,FALSE,NA,2007-07-10,2007-11-15,NA,Line 1,Type 1,7233.73454902143,TRUE,1e+07,0,7233.73454902143,2009-02-02,2009-02-02
1, 7842, 7842,FALSE,NA,2007-07-05,2007-11-23,NA,Line 1,Type 1,6016.67821093786,TRUE,1e+07,0,6016.67821093786,2010-11-11,2010-11-11
1, 7843, 7843,FALSE,NA,2007-07-17,2007-08-09,NA,Line 1,Type 1,5693.8802482739,TRUE,1e+07,0,5693.8802482739,2008-06-03,2008-06-03
1, 7844, 7844,FALSE,NA,2007-07-04,2008-01-12,NA,Line 1,Type 1,5529.16871940783,TRUE,1e+07,0,5529.16871940783,2018-05-29,2018-05-29
1, 7845, 7845,FALSE,NA,2007-07-19,2008-05-05,NA,Line 1,Type 1,4705.64758710972,TRUE,1e+07,0,4705.64758710972,2013-07-02,2013-07-02
1, 7846, 7846,FALSE,NA,2007-07-28,2008-11-26,NA,Line 1,Type 1,4295.06784128837,TRUE,1e+07,0,4295.06784128837,2009-12-18,2009-12-18
1, 7847, 7847,FALSE,NA,2007-07-17,2008-01-17,NA,Line 1,Type 1,3593.75117519626,TRUE,1e+07,0,3593.75117519626,2011-01-11,2011-01-11
1, 7848, 7848,FALSE,NA,2007-07-22,2007-10-06,NA,Line 1,Type 1,4171.28078158313,TRUE,1e+07,0,4171.28078158313,2009-10-15,2009-10-15
1, 7849, 7849,FALSE,NA,2007-07-28,2008-02-06,NA,Line 1,Type 1,5050.6030284454,TRUE,1e+07,0,5050.6030284454,2008-06-01,2008-06-01
1, 7850, 7850,FALSE,NA,2007-07-27,2007-10-25,NA,Line 1,Type 1,5201.83577880222,TRUE,1e+07,0,5201.83577880222,2010-04-01,2010-04-01
1, 7851, 7851,FALSE,NA,2007-07-26,2008-03-13,NA,Line 1,Type 1,4361.84782109888,TRUE,1e+07,0,4361.84782109888,2019-02-05,2019-02-05
1, 7852, 7852,FALSE,NA,2007-07-24,2007-10-25,NA,Line 1,Type 1,4789.76260447138,TRUE,1e+07,0,4789.76260447138,2010-07-07,2010-07-07
1, 7853, 7853,FALSE,NA,2007-07-01,2008-01-14,NA,Line 1,Type 1,5536.33123492006,TRUE,1e+07,0,5536.33123492006,2009-05-24,2009-05-24
1, 7854, 7854,FALSE,NA,2007-07-07,2008-12-30,NA,Line 1,Type 1,6896.81403091371,TRUE,1e+07,0,6896.81403091371,2011-07-11,2011-07-11
1, 7855, 7855,FALSE,NA,2007-07-11,2007-07-31,NA,Line 1,Type 1,5778.40075136612,TRUE,1e+07,0,5778.40075136612,2008-09-04,2008-09-04
1, 7856, 7856,FALSE,NA,2007-07-19,2008-01-05,NA,Line 1,Type 1,3543.96400321943,TRUE,1e+07,0,3543.96400321943,2008-07-03,2008-07-03
1, 7857, 7857,FALSE,NA,2007-07-17,2007-11-30,NA,Line 1,Type 1,6202.6588670979,TRUE,1e+07,0,6202.6588670979,2008-03-12,2008-03-12
1, 7858, 7858,FALSE,NA,2007-07-26,2007-08-18,NA,Line 1,Type 1,6573.09098972021,TRUE,1e+07,0,6573.09098972021,2011-04-01,2011-04-01
1, 7859, 7859,FALSE,NA,2007-07-22,2007-11-13,NA,Line 1,Type 1,6016.56381943903,TRUE,1e+07,0,6016.56381943903,2016-02-19,2016-02-19
1, 7860, 7860,FALSE,NA,2007-07-22,2007-08-10,NA,Line 1,Type 1,6287.47304685481,TRUE,1e+07,0,6287.47304685481,2008-04-14,2008-04-14
1, 7861, 7861,FALSE,NA,2007-07-27,2008-07-08,NA,Line 1,Type 1,6949.43018226426,TRUE,1e+07,0,6949.43018226426,2012-01-09,2012-01-09
1, 7862, 7862,FALSE,NA,2007-07-27,2008-05-23,NA,Line 1,Type 1,5827.37439449161,TRUE,1e+07,0,5827.37439449161,2009-06-13,2009-06-13
1, 7863, 7863,FALSE,NA,2007-07-21,2008-01-14,NA,Line 1,Type 1,4979.49420850656,TRUE,1e+07,0,4979.49420850656,2008-10-15,2008-10-15
1, 7864, 7864,FALSE,NA,2007-07-22,2008-02-13,NA,Line 1,Type 1,4540.74114748972,TRUE,1e+07,0,4540.74114748972,2014-03-28,2014-03-28
1, 7865, 7865,FALSE,NA,2007-07-08,2007-11-18,NA,Line 1,Type 1,5946.79049310371,TRUE,1e+07,0,5946.79049310371,2009-07-19,2009-07-19
1, 7866, 7866,FALSE,NA,2007-07-27,2009-02-12,NA,Line 1,Type 1,5360.64576615636,TRUE,1e+07,0,5360.64576615636,2013-05-17,2013-05-17
1, 7867, 7867,FALSE,NA,2007-07-04,2008-01-24,NA,Line 1,Type 1,4109.82809139271,TRUE,1e+07,0,4109.82809139271,2011-01-17,2011-01-17
1, 7868, 7868,FALSE,NA,2007-07-14,2007-09-05,NA,Line 1,Type 1,4034.6137798159,TRUE,1e+07,0,4034.6137798159,2011-03-04,2011-03-04
1, 7869, 7869,FALSE,NA,2007-07-03,2008-01-22,NA,Line 1,Type 1,5411.07691917607,TRUE,1e+07,0,5411.07691917607,2010-06-05,2010-06-05
1, 7870, 7870,FALSE,NA,2007-07-10,2007-11-09,NA,Line 1,Type 1,5620.80463960064,TRUE,1e+07,0,5620.80463960064,2010-11-17,2010-11-17
1, 7871, 7871,FALSE,NA,2007-07-07,2008-05-06,NA,Line 1,Type 1,4548.52958952408,TRUE,1e+07,0,4548.52958952408,2016-01-03,2016-01-03
1, 7872, 7872,FALSE,NA,2007-07-24,2008-01-25,NA,Line 1,Type 1,4688.91195800241,TRUE,1e+07,0,4688.91195800241,2009-11-18,2009-11-18
1, 7873, 7873,FALSE,NA,2007-07-30,2007-09-12,NA,Line 1,Type 1,5314.92734308209,TRUE,1e+07,0,5314.92734308209,2013-08-04,2013-08-04
1, 7874, 7874,FALSE,NA,2007-07-20,2007-11-01,NA,Line 1,Type 1,5376.95732921387,TRUE,1e+07,0,5376.95732921387,2012-08-27,2012-08-27
1, 7875, 7875,FALSE,NA,2007-07-04,2008-03-26,NA,Line 1,Type 1,3983.03714140572,TRUE,1e+07,0,3983.03714140572,2010-03-23,2010-03-23
1, 7876, 7876,FALSE,NA,2007-07-14,2007-12-23,NA,Line 1,Type 1,5565.80959487039,TRUE,1e+07,0,5565.80959487039,2008-05-23,2008-05-23
1, 7877, 7877,FALSE,NA,2007-07-29,2008-04-13,NA,Line 1,Type 1,5500.13713731531,TRUE,1e+07,0,5500.13713731531,2011-08-01,2011-08-01
1, 7878, 7878,FALSE,NA,2007-07-25,2008-08-19,NA,Line 1,Type 1,5523.49668889563,TRUE,1e+07,0,5523.49668889563,2009-07-12,2009-07-12
1, 7879, 7879,FALSE,NA,2007-07-06,2007-10-10,NA,Line 1,Type 1,4428.51909940351,TRUE,1e+07,0,4428.51909940351,2023-09-08,2023-09-08
1, 7880, 7880,FALSE,NA,2007-07-04,2007-10-01,NA,Line 1,Type 1,5214.22046640043,TRUE,1e+07,0,5214.22046640043,2018-02-02,2018-02-02
1, 7881, 7881,FALSE,NA,2007-07-16,2007-08-18,NA,Line 1,Type 1,6486.90625759495,TRUE,1e+07,0,6486.90625759495,2014-12-04,2014-12-04
1, 7882, 7882,FALSE,NA,2007-07-21,2008-03-08,NA,Line 1,Type 1,4632.91708428023,TRUE,1e+07,0,4632.91708428023,2016-02-11,2016-02-11
1, 7883, 7883,FALSE,NA,2007-07-09,2009-05-12,NA,Line 1,Type 1,4089.9599567453,TRUE,1e+07,0,4089.9599567453,2009-11-26,2009-11-26
1, 7884, 7884,FALSE,NA,2007-07-09,2008-10-07,NA,Line 1,Type 1,4479.49514622562,TRUE,1e+07,0,4479.49514622562,2017-09-02,2017-09-02
1, 7885, 7885,FALSE,NA,2007-07-01,2008-09-12,NA,Line 1,Type 1,4939.92034231947,TRUE,1e+07,0,4939.92034231947,2009-09-13,2009-09-13
1, 7886, 7886,FALSE,NA,2007-07-11,2009-01-31,NA,Line 1,Type 1,5966.71255358398,TRUE,1e+07,0,5966.71255358398,2011-08-31,2011-08-31
1, 7887, 7887,FALSE,NA,2007-07-08,2007-08-23,NA,Line 1,Type 1,4455.90048104457,TRUE,1e+07,0,4455.90048104457,2016-02-09,2016-02-09
1, 7888, 7888,FALSE,NA,2007-07-02,2007-08-25,NA,Line 1,Type 1,6561.1721272252,TRUE,1e+07,0,6561.1721272252,2017-01-18,2017-01-18
1, 7889, 7889,FALSE,NA,2007-07-12,2007-10-28,NA,Line 1,Type 1,4650.87737040314,TRUE,1e+07,0,4650.87737040314,2008-11-21,2008-11-21
1, 7890, 7890,FALSE,NA,2007-07-11,2008-04-12,NA,Line 1,Type 1,5184.30993291194,TRUE,1e+07,0,5184.30993291194,2009-12-18,2009-12-18
1, 7891, 7891,FALSE,NA,2007-07-13,2008-02-15,NA,Line 1,Type 1,4207.28749961586,TRUE,1e+07,0,4207.28749961586,2010-12-01,2010-12-01
1, 7892, 7892,FALSE,NA,2007-07-20,2008-06-30,NA,Line 1,Type 1,5446.26744790197,TRUE,1e+07,0,5446.26744790197,2008-07-11,2008-07-11
1, 7893, 7893,FALSE,NA,2007-07-12,2007-07-17,NA,Line 1,Type 1,6283.55590889788,TRUE,1e+07,0,6283.55590889788,2014-12-15,2014-12-15
1, 7894, 7894,FALSE,NA,2007-07-14,2008-05-28,NA,Line 1,Type 1,4694.56518075585,TRUE,1e+07,0,4694.56518075585,2014-01-31,2014-01-31
1, 7895, 7895,FALSE,NA,2007-08-02,2008-06-14,NA,Line 1,Type 1,4479.43240525944,TRUE,1e+07,0,4479.43240525944,2010-02-27,2010-02-27
1, 7896, 7896,FALSE,NA,2007-08-08,2007-08-18,NA,Line 1,Type 1,4091.7937635976,TRUE,1e+07,0,4091.7937635976,2019-08-11,2019-08-11
1, 7897, 7897,FALSE,NA,2007-08-03,2007-08-13,NA,Line 1,Type 1,6133.88520219711,TRUE,1e+07,0,6133.88520219711,2007-09-12,2007-09-12
1, 7898, 7898,FALSE,NA,2007-08-28,2007-12-04,NA,Line 1,Type 1,4752.65657228902,TRUE,1e+07,0,4752.65657228902,2011-06-22,2011-06-22
1, 7899, 7899,FALSE,NA,2007-08-08,2008-02-10,NA,Line 1,Type 1,4200.13492960737,TRUE,1e+07,0,4200.13492960737,2011-10-05,2011-10-05
1, 7900, 7900,FALSE,NA,2007-08-07,2008-02-21,NA,Line 1,Type 1,4113.33569909295,TRUE,1e+07,0,4113.33569909295,2016-05-11,2016-05-11
1, 7901, 7901,FALSE,NA,2007-08-20,2007-09-12,NA,Line 1,Type 1,5469.30954400111,TRUE,1e+07,0,5469.30954400111,2012-07-27,2012-07-27
1, 7902, 7902,FALSE,NA,2007-08-22,2007-09-06,NA,Line 1,Type 1,3763.04045957053,TRUE,1e+07,0,3763.04045957053,2009-07-21,2009-07-21
1, 7903, 7903,FALSE,NA,2007-08-30,2008-05-17,NA,Line 1,Type 1,3874.96871795472,TRUE,1e+07,0,3874.96871795472,2018-10-01,2018-10-01
1, 7904, 7904,FALSE,NA,2007-08-05,2007-10-18,NA,Line 1,Type 1,4660.20436901011,TRUE,1e+07,0,4660.20436901011,2013-08-25,2013-08-25
1, 7905, 7905,FALSE,NA,2007-08-23,2007-11-20,NA,Line 1,Type 1,4962.81197455521,TRUE,1e+07,0,4962.81197455521,2007-11-21,2007-11-21
1, 7906, 7906,FALSE,NA,2007-08-30,2008-11-21,NA,Line 1,Type 1,6232.50455245281,TRUE,1e+07,0,6232.50455245281,2013-01-13,2013-01-13
1, 7907, 7907,FALSE,NA,2007-08-10,2007-08-30,NA,Line 1,Type 1,4331.55828540916,TRUE,1e+07,0,4331.55828540916,2007-11-23,2007-11-23
1, 7908, 7908,FALSE,NA,2007-08-20,2008-12-01,NA,Line 1,Type 1,3989.42710874157,TRUE,1e+07,0,3989.42710874157,2009-01-02,2009-01-02
1, 7909, 7909,FALSE,NA,2007-08-09,2008-01-22,NA,Line 1,Type 1,4379.9139498541,TRUE,1e+07,0,4379.9139498541,2009-03-03,2009-03-03
