SimulationNo,OccurrenceNo,ClaimNo,TransactionDate,Action,CaseReserve,Payment,Loss
1,5859,5859,2008-06-30,RES,0,0,0
1,5859,5859,2009-05-29,INT70,0,0,0
1,5859,5859,2009-06-30,RES,0,0,0
1,5859,5859,2010-04-11,INT90,0,0,0
1,5859,5859,2010-06-30,RES,1203.67123844483,0,0
1,5859,5859,2010-09-17,PMT,-4796.5846344042,5988.18899326562,0
1,586,586,2001-06-26,RPT,2698.9491082417,0,0
1,586,586,2001-06-30,RES,0,0,0
1,586,586,2002-06-30,RES,0,0,0
1,586,586,2003-06-30,RES,0,0,0
1,586,586,2004-06-30,RES,0,0,0
1,586,586,2005-01-17,INT40,0,0,0
1,586,586,2005-06-30,RES,0,0,0
1,586,586,2006-06-30,RES,0,0,0
1,586,586,2007-06-30,RES,0,0,0
1,586,586,2007-09-19,INT70,0,0,0
1,586,586,2008-06-30,RES,0,0,0
1,586,586,2009-06-30,RES,0,0,0
1,586,586,2009-07-01,INT90,0,0,0
1,586,586,2010-05-22,PMT,-2698.9491082417,4498.24851373616,0
1,5860,5860,2006-06-06,RPT,2183.58182917675,0,0
1,5860,5860,2006-06-30,RES,0,0,0
1,5860,5860,2006-08-02,INT40,0,0,0
1,5860,5860,2006-09-14,INT70,0,0,0
1,5860,5860,2006-10-13,INT90,0,0,0
1,5860,5860,2006-10-27,PMT,-2183.58182917675,3639.30304862791,0
1,5861,5861,2006-01-31,RPT,2894.47142437472,0,0
1,5861,5861,2006-06-30,RES,0,0,0
1,5861,5861,2007-06-30,RES,0,0,0
1,5861,5861,2008-06-30,RES,0,0,0
1,5861,5861,2009-06-30,RES,0,0,0
1,5861,5861,2010-06-30,RES,0,0,0
1,5861,5861,2010-08-20,INT40,0,0,0
1,5861,5861,2011-06-30,RES,0,0,0
1,5861,5861,2012-06-30,RES,0,0,0
1,5861,5861,2013-06-30,RES,0,0,0
1,5861,5861,2014-01-17,INT70,0,0,0
1,5861,5861,2014-06-30,RES,0,0,0
1,5861,5861,2015-06-30,RES,0,0,0
1,5861,5861,2016-04-28,INT90,0,0,0
1,5861,5861,2016-06-30,RES,294.904027994857,0,0
1,5861,5861,2017-06-17,PMT,-3189.37545236958,4824.11904062454,0
1,5862,5862,2007-09-02,RPT,3161.9452655479,0,0
1,5862,5862,2008-06-30,RES,0,0,0
1,5862,5862,2009-02-08,INT40,0,0,0
1,5862,5862,2009-06-30,RES,0,0,0
1,5862,5862,2010-03-08,INT70,0,0,0
1,5862,5862,2010-06-30,RES,0,0,0
1,5862,5862,2010-11-26,INT90,0,0,0
1,5862,5862,2011-04-06,PMT,-3161.9452655479,5269.90877591316,0
1,5863,5863,2005-11-24,RPT,4115.77825407327,0,0
1,5863,5863,2005-12-31,INT40,0,0,0
1,5863,5863,2006-01-27,INT70,0,0,0
1,5863,5863,2006-02-15,INT90,0,0,0
1,5863,5863,2006-02-24,PMT,-4115.77825407327,6859.63042345545,0
1,5864,5864,2006-01-24,RPT,2538.04522981276,0,0
1,5864,5864,2006-04-17,INT40,0,0,0
1,5864,5864,2006-06-18,INT70,0,0,0
1,5864,5864,2006-06-30,RES,0,0,0
1,5864,5864,2006-07-29,INT90,0,0,0
1,5864,5864,2006-08-19,PMT,-2538.04522981276,4230.07538302127,0
1,5865,5865,2006-03-21,RPT,2763.89408413958,0,0
1,5865,5865,2006-05-19,INT40,0,0,0
1,5865,5865,2006-06-30,RES,0,0,0
1,5865,5865,2006-07-03,INT70,0,0,0
1,5865,5865,2006-08-01,INT90,0,0,0
1,5865,5865,2006-08-16,PMT,-2763.89408413958,4606.49014023264,0
1,5866,5866,2007-02-06,RPT,2316.5673448322,0,0
1,5866,5866,2007-03-22,INT40,0,0,0
1,5866,5866,2007-04-23,INT70,0,0,0
1,5866,5866,2007-05-15,INT90,0,0,0
1,5866,5866,2007-05-26,PMT,-2316.5673448322,3860.94557472033,0
1,5867,5867,2006-05-24,RPT,2733.94580211667,0,0
1,5867,5867,2006-06-30,RES,0,0,0
1,5867,5867,2007-06-30,RES,0,0,0
1,5867,5867,2007-07-29,INT40,0,0,0
1,5867,5867,2008-06-16,INT70,0,0,0
1,5867,5867,2008-06-30,RES,0,0,0
1,5867,5867,2009-01-17,INT90,0,0,0
1,5867,5867,2009-05-05,PMT,-2733.94580211667,4556.57633686112,0
1,5868,5868,2006-06-12,RPT,3568.9677492579,0,0
1,5868,5868,2006-06-30,RES,0,0,0
1,5868,5868,2006-09-16,INT40,0,0,0
1,5868,5868,2006-11-26,INT70,0,0,0
1,5868,5868,2007-01-13,INT90,0,0,0
1,5868,5868,2007-02-06,PMT,-3568.9677492579,5948.2795820965,0
1,5869,5869,2006-03-06,RPT,1983.15058499726,0,0
1,5869,5869,2006-06-30,RES,0,0,0
1,5869,5869,2007-06-30,RES,0,0,0
1,5869,5869,2007-11-20,INT40,0,0,0
1,5869,5869,2008-06-30,RES,0,0,0
1,5869,5869,2009-03-01,INT70,0,0,0
1,5869,5869,2009-06-30,RES,0,0,0
1,5869,5869,2010-01-07,INT90,0,0,0
1,5869,5869,2010-06-12,PMT,-1983.15058499726,3305.25097499544,0
1,587,587,2002-05-28,RPT,3495.65869886651,0,0
1,587,587,2002-06-09,INT40,0,0,0
1,587,587,2002-06-19,INT70,0,0,0
1,587,587,2002-06-25,INT90,0,0,0
1,587,587,2002-06-28,PMT,-3495.65869886651,5826.09783144418,0
1,5870,5870,2006-03-19,RPT,2496.02541704695,0,0
1,5870,5870,2006-06-30,RES,0,0,0
1,5870,5870,2006-12-11,INT40,0,0,0
1,5870,5870,2007-06-30,INT70,0,0,0
1,5870,5870,2007-11-10,INT90,0,0,0
1,5870,5870,2008-01-16,PMT,-2496.02541704695,4160.04236174491,0
1,5871,5871,2007-03-22,RPT,3279.91222003309,0,0
1,5871,5871,2007-06-30,RES,0,0,0
1,5871,5871,2008-01-10,INT40,0,0,0
1,5871,5871,2008-06-30,RES,0,0,0
1,5871,5871,2008-08-17,INT70,0,0,0
1,5871,5871,2009-01-12,INT90,0,0,0
1,5871,5871,2009-03-26,PMT,-3279.91222003309,5466.52036672181,0
1,5872,5872,2006-11-26,RPT,2549.04694811864,0,0
1,5872,5872,2007-05-26,INT40,0,0,0
1,5872,5872,2007-06-30,RES,0,0,0
1,5872,5872,2007-10-09,INT70,0,0,0
1,5872,5872,2008-01-08,INT90,0,0,0
1,5872,5872,2008-02-22,PMT,-2549.04694811864,4248.41158019773,0
1,5873,5873,2005-12-06,RPT,3239.65674695428,0,0
1,5873,5873,2005-12-10,INT40,0,0,0
1,5873,5873,2005-12-14,INT70,0,0,0
1,5873,5873,2005-12-16,INT90,196.342833148743,0,0
1,5873,5873,2005-12-17,PMT,-3435.99958010302,5399.42791159046,0
1,5874,5874,2006-12-22,RPT,2882.48184427605,0,0
1,5874,5874,2007-03-28,INT40,0,0,0
1,5874,5874,2007-06-09,INT70,0,0,0
1,5874,5874,2007-06-30,RES,0,0,0
1,5874,5874,2007-07-27,INT90,0,0,0
1,5874,5874,2007-08-20,PMT,-2882.48184427605,4804.13640712675,0
1,5875,5875,2006-01-05,RPT,2504.22909700085,0,0
1,5875,5875,2006-06-30,RES,0,0,0
1,5875,5875,2006-07-12,INT40,0,0,0
1,5875,5875,2006-11-30,INT70,0,0,0
1,5875,5875,2007-03-04,INT90,0,0,0
1,5875,5875,2007-04-20,PMT,-2504.22909700085,4173.71516166808,0
1,5876,5876,2005-12-17,RPT,3210.50166711986,0,0
1,5876,5876,2006-06-30,RES,0,0,0
1,5876,5876,2007-06-30,RES,0,0,0
1,5876,5876,2008-01-30,INT40,0,0,0
1,5876,5876,2008-06-30,RES,0,0,0
1,5876,5876,2009-06-30,RES,0,0,0
1,5876,5876,2009-09-01,INT70,0,0,0
1,5876,5876,2010-06-30,RES,0,0,0
1,5876,5876,2010-09-23,INT90,0,0,0
1,5876,5876,2011-04-04,PMT,-3210.50166711986,5350.83611186643,0
1,5877,5877,2007-01-07,RPT,2761.79812171157,0,0
1,5877,5877,2007-06-30,RES,0,0,0
1,5877,5877,2008-06-30,RES,0,0,0
1,5877,5877,2008-08-14,INT40,0,0,0
1,5877,5877,2009-06-30,RES,0,0,0
1,5877,5877,2009-10-27,INT70,0,0,0
1,5877,5877,2010-06-30,RES,0,0,0
1,5877,5877,2010-08-16,INT90,0,0,0
1,5877,5877,2011-01-09,PMT,-2761.79812171157,4602.99686951929,0
1,5878,5878,2006-05-22,RPT,3781.14855097457,0,0
1,5878,5878,2006-06-30,RES,0,0,0
1,5878,5878,2007-06-30,RES,0,0,0
1,5878,5878,2008-06-30,RES,0,0,0
1,5878,5878,2009-06-30,RES,0,0,0
1,5878,5878,2010-06-30,RES,0,0,0
1,5878,5878,2010-11-17,INT40,0,0,0
1,5878,5878,2011-06-30,RES,0,0,0
1,5878,5878,2012-06-30,RES,0,0,0
1,5878,5878,2013-06-30,RES,0,0,0
1,5878,5878,2014-04-01,INT70,0,0,0
1,5878,5878,2014-06-30,RES,0,0,0
1,5878,5878,2015-06-30,RES,0,0,0
1,5878,5878,2016-06-29,INT90,0,0,0
1,5878,5878,2016-06-30,RES,0,0,0
1,5878,5878,2017-06-30,RES,2250.31046819766,0,0
1,5878,5878,2017-08-13,PMT,-6031.45901917222,6301.91425162428,0
1,5879,5879,2006-06-13,RPT,1652.03982808636,0,0
1,5879,5879,2006-06-30,RES,0,0,0
1,5879,5879,2006-09-25,INT40,0,0,0
1,5879,5879,2006-12-13,INT70,0,0,0
1,5879,5879,2007-02-03,INT90,0,0,0
1,5879,5879,2007-03-01,PMT,-1652.03982808636,2753.39971347727,0
1,588,588,2002-08-08,RPT,2475.96318523137,0,0
1,588,588,2003-06-30,RES,0,0,0
1,588,588,2004-06-30,RES,0,0,0
1,588,588,2005-06-30,RES,0,0,0
1,588,588,2005-11-29,INT40,0,0,0
1,588,588,2006-06-30,RES,0,0,0
1,588,588,2007-06-30,RES,0,0,0
1,588,588,2008-05-24,INT70,0,0,0
1,588,588,2008-06-30,RES,0,0,0
1,588,588,2009-06-30,RES,0,0,0
1,588,588,2010-01-19,INT90,0,0,0
1,588,588,2010-06-30,RES,886.203164545267,0,0
1,588,588,2010-11-17,PMT,-3362.16634977664,4126.60530871895,0
1,5880,5880,2005-12-23,RPT,2888.92461196713,0,0
1,5880,5880,2006-06-30,RES,0,0,0
1,5880,5880,2007-01-13,INT40,0,0,0
1,5880,5880,2007-06-30,RES,0,0,0
1,5880,5880,2007-10-30,INT70,0,0,0
1,5880,5880,2008-05-09,INT90,0,0,0
1,5880,5880,2008-06-30,RES,1027.83846297967,0,0
1,5880,5880,2008-08-14,PMT,-3916.7630749468,4814.87435327855,0
1,5881,5881,2006-08-31,RPT,3278.98723697647,0,0
1,5881,5881,2006-12-11,INT40,0,0,0
1,5881,5881,2007-02-25,INT70,0,0,0
1,5881,5881,2007-04-18,INT90,0,0,0
1,5881,5881,2007-05-13,PMT,-3278.98723697647,5464.97872829411,0
1,5882,5882,2006-05-20,RPT,3999.25084792577,0,0
1,5882,5882,2006-06-30,RES,0,0,0
1,5882,5882,2006-07-01,INT40,0,0,0
1,5882,5882,2006-08-02,INT70,0,0,0
1,5882,5882,2006-08-22,INT90,0,0,0
1,5882,5882,2006-09-02,PMT,-3999.25084792577,6665.41807987628,0
1,5883,5883,2006-01-31,RPT,3176.58823467587,0,0
1,5883,5883,2006-06-30,RES,0,0,0
1,5883,5883,2007-06-30,RES,0,0,0
1,5883,5883,2008-01-23,INT40,0,0,0
1,5883,5883,2008-06-30,RES,0,0,0
1,5883,5883,2009-06-30,RES,0,0,0
1,5883,5883,2009-07-18,INT70,0,0,0
1,5883,5883,2010-06-30,RES,0,0,0
1,5883,5883,2010-07-14,INT90,0,0,0
1,5883,5883,2011-01-11,PMT,-3176.58823467587,5294.31372445978,0
1,5884,5884,2006-03-17,RPT,2723.71776800502,0,0
1,5884,5884,2006-06-30,RES,0,0,0
1,5884,5884,2007-06-30,RES,0,0,0
1,5884,5884,2008-06-30,RES,0,0,0
1,5884,5884,2008-08-30,INT40,0,0,0
1,5884,5884,2009-06-30,RES,0,0,0
1,5884,5884,2010-06-30,RES,0,0,0
1,5884,5884,2010-07-03,INT70,0,0,0
1,5884,5884,2011-06-30,RES,0,0,0
1,5884,5884,2011-09-25,INT90,0,0,0
1,5884,5884,2012-05-06,PMT,-2723.71776800502,4539.5296133417,0
1,5885,5885,2005-12-03,RPT,2545.03735310969,0,0
1,5885,5885,2006-06-29,INT40,0,0,0
1,5885,5885,2006-06-30,RES,0,0,0
1,5885,5885,2006-12-01,INT70,0,0,0
1,5885,5885,2007-03-15,INT90,0,0,0
1,5885,5885,2007-05-06,PMT,-2545.03735310969,4241.72892184949,0
1,5886,5886,2006-06-01,RPT,3434.25962597172,0,0
1,5886,5886,2006-06-30,RES,0,0,0
1,5886,5886,2007-06-30,RES,0,0,0
1,5886,5886,2008-06-30,RES,0,0,0
1,5886,5886,2008-07-09,INT40,0,0,0
1,5886,5886,2009-06-30,RES,0,0,0
1,5886,5886,2010-02-06,INT70,0,0,0
1,5886,5886,2010-06-30,RES,0,0,0
1,5886,5886,2011-02-26,INT90,0,0,0
1,5886,5886,2011-06-30,RES,1479.90456407795,0,0
1,5886,5886,2011-09-06,PMT,-4914.16419004967,5723.7660432862,0
1,5887,5887,2006-06-27,RPT,2573.34759677007,0,0
1,5887,5887,2006-06-30,RES,0,0,0
1,5887,5887,2007-06-30,RES,0,0,0
1,5887,5887,2008-03-15,INT40,0,0,0
1,5887,5887,2008-06-30,RES,0,0,0
1,5887,5887,2009-06-28,INT70,0,0,0
1,5887,5887,2009-06-30,RES,0,0,0
1,5887,5887,2010-05-07,INT90,0,0,0
1,5887,5887,2010-06-30,RES,587.912214195077,0,0
1,5887,5887,2010-10-11,PMT,-3161.25981096515,4288.91266128345,0
1,5888,5888,2006-03-05,RPT,2957.14009492721,0,0
1,5888,5888,2006-06-30,RES,0,0,0
1,5888,5888,2007-06-30,RES,0,0,0
1,5888,5888,2008-06-30,RES,0,0,0
1,5888,5888,2009-06-30,RES,0,0,0
1,5888,5888,2010-06-30,RES,0,0,0
1,5888,5888,2011-06-30,RES,0,0,0
1,5888,5888,2012-06-21,INT40,0,0,0
1,5888,5888,2012-06-30,RES,0,0,0
1,5888,5888,2013-06-30,RES,0,0,0
1,5888,5888,2014-06-30,RES,0,0,0
1,5888,5888,2015-06-30,RES,0,0,0
1,5888,5888,2016-06-30,RES,0,0,0
1,5888,5888,2017-03-12,INT70,0,0,0
1,5888,5888,2017-06-30,RES,0,0,0
1,5888,5888,2018-06-30,RES,0,0,0
1,5888,5888,2019-06-30,RES,0,0,0
1,5888,5888,2020-05-05,INT90,0,0,0
1,5888,5888,2020-06-30,RES,191.999820656143,0,0
1,5888,5888,2021-06-30,RES,1251.42740249093,0,0
1,5888,5888,2021-12-01,PMT,-4400.56731807429,4928.56682487868,0
1,5889,5889,2006-01-26,RPT,2749.08225331559,0,0
1,5889,5889,2006-02-20,INT40,0,0,0
1,5889,5889,2006-03-10,INT70,0,0,0
1,5889,5889,2006-03-23,INT90,0,0,0
1,5889,5889,2006-03-29,PMT,-2749.08225331559,4581.80375552599,0
1,589,589,2002-01-26,RPT,3062.9443480166,0,0
1,589,589,2002-06-30,RES,0,0,0
1,589,589,2003-06-30,RES,0,0,0
1,589,589,2003-10-10,INT40,0,0,0
1,589,589,2004-06-30,RES,0,0,0
1,589,589,2005-01-18,INT70,0,0,0
1,589,589,2005-06-30,RES,0,0,0
1,589,589,2005-11-25,INT90,0,0,0
1,589,589,2006-04-29,PMT,-3062.9443480166,5104.90724669434,0
1,5890,5890,2007-04-15,RPT,3717.24550191541,0,0
1,5890,5890,2007-05-23,INT40,0,0,0
1,5890,5890,2007-06-20,INT70,0,0,0
1,5890,5890,2007-06-30,RES,0,0,0
1,5890,5890,2007-07-10,INT90,130.429666733874,0,0
1,5890,5890,2007-07-19,PMT,-3847.67516864929,6195.40916985902,0
1,5891,5891,2009-07-10,RPT,2834.1531042184,0,0
1,5891,5891,2010-06-30,RES,0,0,0
1,5891,5891,2011-06-30,RES,0,0,0
1,5891,5891,2012-06-30,RES,0,0,0
1,5891,5891,2013-04-20,INT40,0,0,0
1,5891,5891,2013-06-30,RES,0,0,0
1,5891,5891,2014-06-30,RES,0,0,0
1,5891,5891,2015-06-30,RES,0,0,0
1,5891,5891,2016-02-20,INT70,0,0,0
1,5891,5891,2016-06-30,RES,0,0,0
1,5891,5891,2017-06-30,RES,0,0,0
1,5891,5891,2018-01-10,INT90,0,0,0
1,5891,5891,2018-06-30,RES,936.778897192637,0,0
1,5891,5891,2018-12-21,PMT,-3770.93200141104,4723.58850703067,0
1,5892,5892,2007-06-03,RPT,2559.15022511201,0,0
1,5892,5892,2007-06-30,RES,0,0,0
1,5892,5892,2008-02-16,INT40,0,0,0
1,5892,5892,2008-06-30,RES,0,0,0
1,5892,5892,2008-08-28,INT70,0,0,0
1,5892,5892,2009-01-04,INT90,0,0,0
1,5892,5892,2009-03-10,PMT,-2559.15022511201,4265.25037518669,0
1,5893,5893,2007-08-31,RPT,3073.20881376463,0,0
1,5893,5893,2008-06-30,RES,0,0,0
1,5893,5893,2009-06-30,RES,0,0,0
1,5893,5893,2010-06-30,RES,0,0,0
1,5893,5893,2011-06-19,INT40,0,0,0
1,5893,5893,2011-06-30,RES,0,0,0
1,5893,5893,2012-06-30,RES,0,0,0
1,5893,5893,2013-06-30,RES,0,0,0
1,5893,5893,2014-04-24,INT70,0,0,0
1,5893,5893,2014-06-30,RES,0,0,0
1,5893,5893,2015-06-30,RES,0,0,0
1,5893,5893,2016-03-18,INT90,0,0,0
1,5893,5893,2016-06-30,RES,613.63773565897,0,0
1,5893,5893,2017-02-28,PMT,-3686.8465494236,5122.01468960771,0
1,5894,5894,2007-05-07,RPT,3916.38650769446,0,0
1,5894,5894,2007-06-30,RES,0,0,0
1,5894,5894,2007-10-25,INT40,0,0,0
1,5894,5894,2008-03-01,INT70,0,0,0
1,5894,5894,2008-05-25,INT90,0,0,0
1,5894,5894,2008-06-30,RES,2182.90395510839,0,0
1,5894,5894,2008-07-07,PMT,-6099.29046280284,6527.31084615743,0
1,5895,5895,2006-03-14,RPT,2901.32264107277,0,0
1,5895,5895,2006-06-30,RES,0,0,0
1,5895,5895,2006-11-28,INT40,0,0,0
1,5895,5895,2007-06-10,INT70,0,0,0
1,5895,5895,2007-06-30,RES,0,0,0
1,5895,5895,2007-10-17,INT90,0,0,0
1,5895,5895,2007-12-21,PMT,-2901.32264107277,4835.53773512129,0
1,5896,5896,2006-08-09,RPT,2534.82496929569,0,0
1,5896,5896,2007-06-30,RES,0,0,0
1,5896,5896,2008-06-30,RES,0,0,0
1,5896,5896,2009-06-30,RES,0,0,0
1,5896,5896,2010-06-30,RES,0,0,0
1,5896,5896,2011-01-02,INT40,0,0,0
1,5896,5896,2011-06-30,RES,0,0,0
1,5896,5896,2012-06-30,RES,0,0,0
1,5896,5896,2013-06-30,RES,0,0,0
1,5896,5896,2014-04-22,INT70,0,0,0
1,5896,5896,2014-06-30,RES,0,0,0
1,5896,5896,2015-06-30,RES,0,0,0
1,5896,5896,2016-06-30,RES,0,0,0
1,5896,5896,2016-07-03,INT90,0,0,0
1,5896,5896,2017-06-30,RES,1521.65202238457,0,0
1,5896,5896,2017-08-09,PMT,-4056.47699168027,4224.70828215949,0
1,5897,5897,2006-11-17,RPT,3230.8051449363,0,0
1,5897,5897,2007-06-30,RES,0,0,0
1,5897,5897,2007-12-16,INT40,0,0,0
1,5897,5897,2008-06-30,RES,0,0,0
1,5897,5897,2008-10-07,INT70,0,0,0
1,5897,5897,2009-04-22,INT90,0,0,0
1,5897,5897,2009-06-30,RES,1498.53436742819,0,0
1,5897,5897,2009-07-30,PMT,-4729.33951236449,5384.6752415605,0
1,5898,5898,2006-02-10,RPT,2852.03950310438,0,0
1,5898,5898,2006-06-30,RES,0,0,0
1,5898,5898,2007-06-30,RES,0,0,0
1,5898,5898,2008-06-30,RES,0,0,0
1,5898,5898,2009-06-30,RES,0,0,0
1,5898,5898,2010-06-30,RES,0,0,0
1,5898,5898,2011-06-30,RES,0,0,0
1,5898,5898,2012-01-26,INT40,0,0,0
1,5898,5898,2012-06-30,RES,0,0,0
1,5898,5898,2013-06-30,RES,0,0,0
1,5898,5898,2014-06-30,RES,0,0,0
1,5898,5898,2015-06-30,RES,0,0,0
1,5898,5898,2016-06-30,RES,0,0,0
1,5898,5898,2016-07-14,INT70,0,0,0
1,5898,5898,2017-06-30,RES,0,0,0
1,5898,5898,2018-06-30,RES,0,0,0
1,5898,5898,2019-06-30,RES,0,0,0
1,5898,5898,2019-07-07,INT90,0,0,0
1,5898,5898,2020-06-30,RES,1254.63869297562,0,0
1,5898,5898,2021-01-01,PMT,-4106.67819608001,4753.39917184064,0
1,5899,5899,2006-11-19,RPT,3263.36000596667,0,0
1,5899,5899,2007-06-30,RES,0,0,0
1,5899,5899,2008-04-20,INT40,0,0,0
1,5899,5899,2008-06-30,RES,0,0,0
1,5899,5899,2009-05-13,INT70,0,0,0
1,5899,5899,2009-06-30,RES,0,0,0
1,5899,5899,2010-01-27,INT90,0,0,0
1,5899,5899,2010-06-05,PMT,-3263.36000596667,5438.93334327779,0
1,59,59,2001-05-19,RPT,3723.67014221827,0,0
1,59,59,2001-06-30,RES,0,0,0
1,59,59,2001-07-15,INT40,0,0,0
1,59,59,2001-08-27,INT70,0,0,0
1,59,59,2001-09-25,INT90,0,0,0
1,59,59,2001-10-09,PMT,-3723.67014221827,6206.11690369712,0
1,590,590,2001-12-12,RPT,2499.47477730765,0,0
1,590,590,2002-06-30,RES,0,0,0
1,590,590,2003-06-30,RES,0,0,0
1,590,590,2004-06-30,RES,0,0,0
1,590,590,2005-05-10,INT40,0,0,0
1,590,590,2005-06-30,RES,0,0,0
1,590,590,2006-06-30,RES,0,0,0
1,590,590,2007-06-30,RES,0,0,0
1,590,590,2007-11-30,INT70,0,0,0
1,590,590,2008-06-30,RES,0,0,0
1,590,590,2009-06-30,RES,0,0,0
1,590,590,2009-08-14,INT90,0,0,0
1,590,590,2010-06-21,PMT,-2499.47477730765,4165.79129551275,0
1,5900,5900,2005-12-06,RPT,4340.92606541808,0,0
1,5900,5900,2006-06-30,RES,0,0,0
1,5900,5900,2007-06-30,RES,0,0,0
1,5900,5900,2007-08-20,INT40,0,0,0
1,5900,5900,2008-06-30,RES,0,0,0
1,5900,5900,2008-11-29,INT70,0,0,0
1,5900,5900,2009-06-30,RES,0,0,0
1,5900,5900,2009-10-06,INT90,0,0,0
1,5900,5900,2010-03-11,PMT,-4340.92606541808,7234.8767756968,0
1,5901,5901,2006-01-16,RPT,2601.32709612621,0,0
1,5901,5901,2006-06-30,RES,0,0,0
1,5901,5901,2007-02-18,INT40,0,0,0
1,5901,5901,2007-06-30,RES,0,0,0
1,5901,5901,2007-12-13,INT70,0,0,0
1,5901,5901,2008-06-29,INT90,0,0,0
1,5901,5901,2008-06-30,RES,0,0,0
1,5901,5901,2008-10-06,PMT,-2601.32709612621,4335.54516021035,0
1,5902,5902,2005-12-16,RPT,2630.57468102893,0,0
1,5902,5902,2006-06-30,RES,0,0,0
1,5902,5902,2007-06-30,RES,0,0,0
1,5902,5902,2008-06-30,RES,0,0,0
1,5902,5902,2009-06-30,RES,0,0,0
1,5902,5902,2010-06-30,RES,0,0,0
1,5902,5902,2011-06-30,RES,0,0,0
1,5902,5902,2012-06-30,RES,0,0,0
1,5902,5902,2012-11-24,INT40,0,0,0
1,5902,5902,2013-06-30,RES,0,0,0
1,5902,5902,2014-06-30,RES,0,0,0
1,5902,5902,2015-06-30,RES,0,0,0
1,5902,5902,2016-06-30,RES,0,0,0
1,5902,5902,2017-06-30,RES,0,0,0
1,5902,5902,2018-02-07,INT70,0,0,0
1,5902,5902,2018-06-30,RES,0,0,0
1,5902,5902,2019-06-30,RES,0,0,0
1,5902,5902,2020-06-30,RES,0,0,0
1,5902,5902,2021-06-30,RES,0,0,0
1,5902,5902,2021-07-28,INT90,0,0,0
1,5902,5902,2022-06-30,RES,931.791589187777,0,0
1,5902,5902,2023-04-23,PMT,-3562.36627021671,4384.29113504822,0
1,5903,5903,2006-10-10,RPT,1846.40608292803,0,0
1,5903,5903,2007-06-30,RES,0,0,0
1,5903,5903,2007-11-14,INT40,0,0,0
1,5903,5903,2008-06-30,RES,0,0,0
1,5903,5903,2008-09-09,INT70,0,0,0
1,5903,5903,2009-03-28,INT90,0,0,0
1,5903,5903,2009-06-30,RES,1157.08114530156,0,0
1,5903,5903,2009-07-06,PMT,-3003.48722822959,3077.34347154671,0
1,5904,5904,2006-09-19,RPT,3551.86544686464,0,0
1,5904,5904,2007-03-28,INT40,0,0,0
1,5904,5904,2007-06-30,RES,0,0,0
1,5904,5904,2007-08-17,INT70,0,0,0
1,5904,5904,2007-11-20,INT90,0,0,0
1,5904,5904,2008-01-06,PMT,-3551.86544686464,5919.7757447744,0
1,5905,5905,2006-08-28,RPT,3617.72750426612,0,0
1,5905,5905,2007-06-30,RES,0,0,0
1,5905,5905,2008-06-30,RES,0,0,0
1,5905,5905,2009-06-30,RES,0,0,0
1,5905,5905,2010-06-30,RES,0,0,0
1,5905,5905,2010-08-15,INT40,0,0,0
1,5905,5905,2011-06-30,RES,0,0,0
1,5905,5905,2012-06-30,RES,0,0,0
1,5905,5905,2013-06-30,RES,0,0,0
1,5905,5905,2013-08-04,INT70,0,0,0
1,5905,5905,2014-06-30,RES,0,0,0
1,5905,5905,2015-06-30,RES,0,0,0
1,5905,5905,2015-07-29,INT90,0,0,0
1,5905,5905,2016-06-30,RES,2245.21027205905,0,0
1,5905,5905,2016-07-25,PMT,-5862.93777632517,6029.54584044353,0
1,5906,5906,2006-04-02,RPT,3452.23649111872,0,0
1,5906,5906,2006-06-30,RES,0,0,0
1,5906,5906,2007-06-30,RES,0,0,0
1,5906,5906,2008-06-30,RES,0,0,0
1,5906,5906,2009-06-30,RES,0,0,0
1,5906,5906,2009-12-06,INT40,0,0,0
1,5906,5906,2010-06-30,RES,0,0,0
1,5906,5906,2011-06-30,RES,0,0,0
1,5906,5906,2012-06-30,RES,0,0,0
1,5906,5906,2012-09-09,INT70,0,0,0
1,5906,5906,2013-06-30,RES,0,0,0
1,5906,5906,2014-06-30,RES,0,0,0
1,5906,5906,2014-07-13,INT90,0,0,0
1,5906,5906,2015-06-14,PMT,-3452.23649111872,5753.72748519787,0
1,5907,5907,2006-05-16,RPT,4145.47029980689,0,0
1,5907,5907,2006-06-30,RES,0,0,0
1,5907,5907,2007-01-03,INT40,0,0,0
1,5907,5907,2007-06-26,INT70,0,0,0
1,5907,5907,2007-06-30,RES,0,0,0
1,5907,5907,2007-10-20,INT90,0,0,0
1,5907,5907,2007-12-17,PMT,-4145.47029980689,6909.11716634482,0
1,5908,5908,2007-06-16,RPT,5413.7819472428,0,0
1,5908,5908,2007-06-30,RES,0,0,0
1,5908,5908,2008-05-23,INT40,0,0,0
1,5908,5908,2008-06-30,RES,0,0,0
1,5908,5908,2009-02-03,INT70,0,0,0
1,5908,5908,2009-06-30,RES,0,0,0
1,5908,5908,2009-07-24,INT90,0,0,0
1,5908,5908,2009-10-17,PMT,-5413.7819472428,9022.96991207134,0
1,5909,5909,2006-06-01,RPT,2363.45110901739,0,0
1,5909,5909,2006-06-30,RES,0,0,0
1,5909,5909,2006-11-23,INT40,0,0,0
1,5909,5909,2007-04-03,INT70,0,0,0
1,5909,5909,2007-06-29,INT90,0,0,0
1,5909,5909,2007-06-30,RES,0,0,0
1,5909,5909,2007-08-12,PMT,-2363.45110901739,3939.08518169565,0
1,591,591,2001-10-10,RPT,1582.89530733658,0,0
